lyrics,artist
"[Thurston] My nerves are buzzing and my heart is God I think ... but I might be wrong this goes to to the attic and buzz on the wall but it's all right I don't care at all `cause I'm yours and you're mine and that's and that's all I know right now that's all that's all I know, right nowit's dark outside except for pinpoint light ... lost in a fight ... picking up from the street I'll stop over once and lay it at your feet `cause I'm yours and you're mine that's all I know right now that's all that's all I know, right nowoh, baby it's dark out there but oh, baby it's dark in here oh, darling I don't care no nomy TV's up against the wall like a painting ... obstaining but I myself had a thought for my lips it's delicious lady won't you have a sip `cause I'm yours and you're mine and that's all I know right now that's all that's all I know, right now`cause I'm yours and you're mine and that's all I know right now that's all that's all I know, right now",sonic youth
"Let me introduce you (feel the wind soooo) Since you saw my shadow self Living underneath you (over here) She can't resist a tickle out I'm a girl scout Searching for the new stuff Did I mention that it melts away (all gone) She puts a sign out (i want a) Out of order (i want a building that stays) Makes you strongly disobey Guiding you away (i promised you) Chiding you awaySo quick to hide when I turn around She will rise just to embarass me She likes to dance when it's dark inside Just a flashlight there, for a guide Try to catch me if you can It's free and wild, watch where you stand Below the net, desire it grows and grows Like a strawberry not a rose Prickly patch don't you stand on me Squishin' down in the mud Aah! In your eye",sonic youth
"I'm just here for dictation - I don't wanna be a sensation Bein' on Sixty Minutes - was it worth your fifteen minutes? Don't touch my breast - I'm just working at my desk Don't put me to the test - I'm just doing my bestShopping at MaxFields - power for you to wield Dreams of going to the Grammies - `till you poked me with your whammyYou spined the disc - now you're moving your wrist I'm just from Encino - why are you so meanoI'm just here for dictation - and not your summer vacation You really like to shmooze - well now you're on the newsI'm from Sherman Oaks - just a wheel with spokes But I ain't giving you headace - in a Sunset bungalowRoshumba, Judith, Paulina, Cathy, Vendella, Naomi, Ashley, Angie, Stacey, Gail Ice women Ice women Ice women",sonic youth
Sunday comes alone again A perfect day for a quiet friend And you - you will set it free I see new morning yound yr face Everybody sez its another phase And now - now its come to me See the magic in yr eyes I see it come as no surprise And you - you turn yr eyes away Yeah you - you turn it all away I guess its true its never too late Still I don't know what to do today Oh why - can't I set you free Will you - do the same for me Sunday comes and sunday goes Sunday always seems to move so slow To me - here she comes again A perfect ending to a perfect day A perfect ending what can I say To you - lonely sunday friend With you - sunday never ends,sonic youth
Spinning dreams with angel wings Torn blue jeans + a foolish grin Burning down in the night So cool + so right Starpower starpower starpower Over me She knows how to make love to me She knows how to make love Close my eyes and think of you Everything turns black to blue Starpower starpower starpower Over meBurning down in the night Supercool it's alright She knows how to make love to me She knows how to make love Close my mind when i think of you Everything turns black to blue Starpower starpower starpower Over me,sonic youth
"You're perfect in the way, a perfect end today You're burning out their lights, and burning in their eyes I love you Sugar Kane, a-comin' from the rain Oh kiss me like a frog, and turn me into flame I love you all the time, I need you 8 to 9 And I can stay all night, yr body shiningAnd I know There's something down there sugar soul Back to the cross a twisted lane There something down there sugar kaneI'm back again in love, I'm back again a dove Where'd you get your light, your smilin' sugar life Another lovers day, another cracked up night Every night I say, the light is comingAnd I know There's something down there sugar cone Back to the cross a twisted lane There's something down there sugar kaneHey angel come and play, and fly me away A stroll along the beach, until you're out of time I love you sugar kane, a crack into the dream I love you sugar kane, I love you sugar kane I love you sugar kane, I love you sugar kane I love you sugar kane, I love you sugar",sonic youth
"Flipped on my perceptive cogs Checked in with the future gods For melodies of bees and hogs Start my day the perfect way Burned a batch of mazzy funk Poor girl noise and choke style punk Clapped it on and off I slunk To the streamXsonik subwayFirst I need my iris scanned As I smell the breeze of electric tin W/ purple lights I'm motioned in Wink the gain to minus 10Fell asleep and missed my stop Got rousted by a low-beam cop Got a ticket-patch for ilicit flop Then froze me with his jesus gunThat don't mean I'm shot down yet The glow below of the whisper jet It all means so much to us We dream below the rainbows rustClippen on my streetmatik clogs Pushed thru the hyped-out fervent fogs Found my way with sensoid jogs New radio structureState my name and locus frame Paid the price for crashing fame The apprentice sparks his initial flame The printout says ""further""Antique minds with rivered hair StreamXsonik subway fare Stay in touch with electric dear Our lightmap eyes together",sonic youth
Got me prowling like a police car I'm stalkin' and walkin' you're my movie star I know your trailer it glows in the dark You got that certain something that special spark I wanna know What you think of this idea You and me and no-one else Your friends at work will disappear And that guy you're with he was never there Every night rewind the dream Tv static sex in flame You know it's harder all the time Its comin' down real fast in my mind I will not live without you you youI gotta give my whole life I'm comin' knockin' at your door Hear you walkin' cross the floor Now i know where my ambition lies My love it's right between your eyes I love you I gotta love you I'll get you I gotta get you Yeh i got you,sonic youth
"Seven SevenI'm keeping my commission to faith's transmission Two speakers dream the same and skies turn red Satellites flashing down orchard and delancey I can't get laid cuz everyone is dead Hey - gold connections Analog soul waving in yr hair Hey - hylozoic directions She's talking blue streaks everywhere Your spirit is time-reversed to your body Stereographic mix-up field on field It started growing up the day your body dies Only apparently, real to irreal Hey - stereo stations Perfect image, kneel down Hey - hypostatic information Come on let's hear you turn it around",sonic youth
"[Thurston] I'm not afraid to say I'm scared In my bed I'm deep in prayer I trust the speed I love the fear The music comes The burning spearI Dreamed I Dream Lyrics[Kim] Look before you leap, okay? Do you read me? May all your dreams come true He's standing by the door He's got something in his hands All the money's gone All the money's gone The days we spend, go on and on Shift Fucking youth Working youth May all your dreams come trueA lot of people suffer From impotence All the money's gone The days we spend go on and onFucking youth Working youth Fucking youth Working youth Fucking youth Fucking youth Working youth",sonic youth
"Society is a hole It makes me lie to my friends It's running down my street With white powers sneakers On the beautiful beat of black feet Society is a hole It beats my friends big heads My friends have big heads, I can understand it But I don't recommend it You got big big hair And everybody is scared Society is a hole It makes me lie to my friends The assault of holy music There's a slap in my face My friends are girls wrapped in boys We're living in pieces I want to live in peace Society is a hole[Talking]",sonic youth
My mother used to say 'you're the boy that can enjoy invisibility' I'm the boy that can enjoy invisibility Close your eyes make a wish Cross yourself See yourself Feel yourself Scream once more Move yourself Across the floor Burn inside Between two walls The advertisements say The pleasure's ever lasting Come an' touch me The advertisements say The pleasure's ever lasting Must be dead and gone to heaven Come and touch me here So i know That i'm Not there,sonic youth
I can see My body move It goes without me What I used to be Prove it A breath for you No kiss My tears they fly In the wind I blink you die Cuz you believe In what I can see My body moves It goes without me It used to dance one two one two It used to prance one two one two Now I follow you Forever You compell me to Fly.... flew.. I blink and see Nothing Forever One two one two I ache for you My soul has got a hole To see you through,sonic youth
Snake in it Jack into the wall TV amp on fire Blowin' in the hall Gun yr. sled Close yr. peeping toms Turbo organizer Crankin' on the knob You got it Yeh ride the silver rocket Can't stop it Burnin hole in yr pocketHit the power Psycho helmets on You got to splice yr. halo Take it to a moon Nymphoid clamor Fuelling up the hammer You got to fake out the robot And pulse up the zoomYou got it Yeh ride the silver rocket Can't stop it Burnin hole in yr pocketCan't forget the flashing Can't forget the smashing The sending and the bending The ampisphere re-entry You gotta have the time Got a letter in your mind Gotta heart injection That you got yourself a lineYou got it Yeh ride the silver rocket Can't stop it Burnin hole in yr pocket,sonic youth
She is not alone She is not alone today She is not alone She is not alone todayShe is not alone She is not alone todayShe is not aloneTo... day,sonic youth
"Can I have some money? I'm gonna go to the store Can I have some money? I can't tell you what it's for Can I have some money? you know it's you that i adore Can I have some money? don't ask me what it's forSince we've been together you've been good to me You only hit me when you wanna be pleasedCan I have the car keys? I'm gonna go for a ride Can I have the car please? I'm going out for a while Can I have the car now? I wanna drive all around Can I have the car dear? I'm gonna to leave this townI won't be asking your permission to leave I won't be asking not to have this baby please And I won't be asking a devil for a bus fare please And i won't be asking I had to see you bleedSsssssh Visualize That's right Pray baby One two three Shoot, shoot, shoot, shootCan I have my lipstick? that was such a surprise Can I have my lipstick? i'm going out for a ride I'm not a little girl, and you sure are not my dad You don't even know what you almost had",sonic youth
And... This one... And... This one... And...And...This one...This one... The queen approaches her throne Wind over water Hell's Angels in a pink van EscapeOur thoughts Our time Time... Being... Being...Escape from concentration The king comes to have a hope One sound fills the sky One sound... One sound... One sound...This one... And... This one... And... This one... And... This one... And... This one...Good fortune... No time... Time... Being...Good fortune... No time...Time... Being...,sonic youth
"Small flowers crack concrete Narcotic squads sweep thru poet dens Spilling coffe grabbing 15 yr old runaway girls By frazzled ponytailed hair + tossing them Into backseats of cop cars The narcs beat the bearded oracles Replacing tantric love with Complete violenceLights + mirrors dot the city Inkstained hippies w/ boxed lunch + marijuana Mystery plays of shit and nothingness Blessed by colors from a black hatBlue lights search thru weeds Searching for the heart of d.a.levy And the mind he left behindWhat didjoo expect? another mystic wreck? Thats whatchoo got crawling in yr panic net Whatdidjoo bring me? not a goddamn thing yet + whatdidjoo leave me? another tombstone dream yeh O salacious mansion, the boys held for ransom Didja see where he's gone? the blasted summers dawn Fucked up in cleveland fucked up in cleveland Short flight to nothing heavens up to something heavens up to something Levys up to something levys up to somethingDeath poems for the living gods of america Plastic saxophones bleat, bleed for nothing, nada Cops crashing thru doors infuriated by silver charms Of suburban smoke At war with patches of red dirt glitter And bluejean fucking + protest",sonic youth
She's finally discovered she's a... He told her so She's finally discovered she's a... He told her so She's finally discovered she's a... He told her so Come closer and I'll tell you Come closer and I'll tell you Come closer and I'll take off your dressI'll take off your dress I'll shake off your flesh I'll shake off your flesh I'll shake off your fleshShake off your flesh Shake off your fleshTurn around Turn around Turn aroundShake [9x]Shake off your flesh Shake off your flesh Shake off your flesh Shake off your fleshShake shake [18x]Shake,sonic youth
[repeat nine times]Shake off your flesh Shake off your flesh Shake off your flesh Shake off your fleshShake shake [repeat eighteen times]Shake,sonic youth
"Met a stranger on a train He bumped right into me I swear I didn't mean it I swear it wasn't meant to be Must a been a dream From a thousand years ago I swear I didn't mean it I swear it wasn't meant to be From the bottom of my heart He was looking all over me Together everafter He said ""You take me & I'll be you"" ""You kill him & I'll kill her"" Kiss me I swear it wasn't meant to be I swear I didn't mean it Kiss me Kiss me in the shadow of Kiss me in the shadow of a doubt Kiss me Kiss me in the shadow Kiss me in the shadow of a doubt It's just a dream It's just a dream i had Nononoooooh Swear it's just a dream Just a dream Dream i've had No No No No Take me to it Take me to her Maybe Maybe it's just a dream It's a dream It's just a Just a NoMet a stranger on a train Bumped right into me Swear i didn't mean it Swear it wasn't meant to be Must've been a dream From a thousand years ago Kiss me Kiss me in the shadow of a doubt Kiss me",sonic youth
"I went away to see an old friend of mine His sister came over she was out of her mind She said Jesus had a twin who knew nothing about sin She was laughing like crazy at the trouble I'm in Her light eyes were dancing she is insane Her brother says she's just a bitch with a golden chain She keeps coming closer saying ""I can feel it in my bones Schizophrenia is taking me home""My Future is static It's already had it I could tuck you in And we can talk about it I had a dream And it split the scene But I got a hunch It's coming back to me",sonic youth
What are you waiting for?Satan flirts I'm prepared It's nothing to conquer The fight is good Your flesh has a limit Of too many years It's a shock absorber of your stinging tears The satisfaction And power And control And piss Is ruled by the laws of deception Lost in laws of deception We shake our heads As your tables turn They'll always turn And you'll never burn That's the real promise You'll never burn You get the lies We get the fire You get the lies We get the fire,sonic youth
"Rain King ensures there's nowhere to go It's jet stream, daydream, cocksure hard luck show His lips a fountain His daylight sparks He's a shotgun, schoolyard, street wise, white-hot kid Little whipcream, phone call, breakdown, Rain King fist His mind a countdown His daydream sparksI need three years to clear these thoughts, hey I like to say I knew one true thing It feels like years and all I've done is fought And not turned up, anythingLittle black, take roll and roll, over my bed I'm waiting here for, some reality crease There's one big deadend, in my head And not a moment of peaceCrossfire, Rain King, with his cadillac, kid Marries every dictionary from his chain-yard bliss His lips a fountain His daylight sparks He's got a shot in his kick forging the real, when He's a steel drum, wedding ring, Pontiac door knob ten His mind a countdown His daylight sparksHung up on a speed king nation, caught up on a nail Hanging tight with time, at least, a little while Your sister is a beauty when she's naked, like my kid I hear this world, cool world, dreaming of a peaceful kiss",sonic youth
When the rats run riot And the screen door slams When the trees grow quiet Nothing but cats and cans When the breeze says try it But you can hardly see When your love has died And you rat on meI see your eyes in the half-light I see the number on your wall Endless strange things I see at night You don't see anything at allShine a light into your soul City streets so freezing cold City shadows wander out When they let the rats out Rats You call it love alright That was the catch A cold suicide Let me place you in my past With other precious toys But if you're ever feeling low down in the fractured sunshine I'll help you feel the noiseShine down You can go on home Shine down Go GoRats You're working overtime You are the moon beyond your mind When the rats run riot And the screen door slams When the world goes quiet You'll know where I amYou could be my open road You could be the reason why You could ease my heavy load But I want to freeze you out nowYou can let it shine Keep that in mind When they let out a rat next time You could move a little closer Until you're leaning all up around my shoulder See these shadows walk around When they let the rats out,sonic youth
"Mess my hair, take me down Yeah you know, yeah you knowMess my hair, take me down Yeah you know, yeah you knowPlay that song, round and round Play that song, all the time Mess my hair, take me down Yeah you know, yeah you know, yeah you know Razor blade, razor blade Razor blade, razor blade Razor blade",sonic youth
Jet black hair Tangled stare Blood inside Silent stare Naked heart Red light night Tangled heart Midnight hair Poor mans bride Moonlight fight Renegade Crystal heartMake way for the midnight princess Midnight princess fight tonight Renegades fight for life Naked stairs in the midnight rain Gonna fight for yr blood tonight Crystal hearts gonna break you down Tangled hearts in a midnight fight Renegade princess fight Fight,sonic youth
"Send the moon thru the skylight Bells together outrageously Noiseball, flirtatious example Bless her soul to further degree Theatre goddess, film destroyer New York girls are sure to enjoy her Fuzzy peach, teenage computer A shocking figure in the eye of the universeI am dead by the beauty of strangers In horror my eye-head transforms them Into smiling beautific roommates From dust to dust they create rock and roll Here comes something: you are Lou Reed Transformer cracked by the backyard stream Killer tunes, bubblegum disaster Radical adults lick godhead style.",sonic youth
Whoahooh!I love you baby 'cause you're back in time - I love you today Yr eyes are flashing like a magic sign - the sun comes out to play I learned it all from you girl - I got it all from you How to howl the moon yeah - and how to scratch yr dog I do it every day - come back again tomorrow You chased it all awayA dreaming beauty sleeping day and night - the sun around you I love you baby yeah you're superfine - a-comin' down too A purring whirring fuzzy lights of day - a-switching sunlight I chase you kitten catch you every time - funny how it fliesI learned it all from you girl - I got it all from you How to howl the moon yeah - and how to scratch yr dog I do it every day - come back again tomorrow You chase the life awayI hear you purring through a supersoul - a-puff in to it A puss in leather yeah a prince in gold - a leather tale awayI learned it all from you girl - I got it all from you How to howl the moon yeah - and how to scratch yr dog I do it every day - come back again tomorrow You chase the life away,sonic youth
"1988, 10/19, john peel session, bbc radio one Notes: the fall cover[thurston] Turn on the straight Turn up to game And now it comes And when it's done I found my love And the psycho mafia I found my love And the psycho mafiaNot much is done No magic wand So what's your problem Have we taken yours I found my love And the psycho mafia I found my love And the psycho mafia Psycho psycho mafia Psycho psycho mafia `cho mafia `cho mafiaBut I'm straight That ain't game But like the rest I'm afraid of the jet But I'm a carper Psycho mafia I'm talking about love And psycho mafia Psycho mafia Psycho mafia Psycho mafia Psycho mafia Psycho mafia Psycho mafia Psycho mafia Psycho mafia Psycho mafia Psycho mafia",sonic youth
"""Watt Here! I'm downstairs from your window... if you're up... Pub 'phone booth... if you're up...(I get tense) [Beep]"" ""Thurston! Watt! Thurston! I think it's ten thirty, we're calling From Providence, Rhode Island. Did you find your shit? You gotta Watch the motin' Thurston, your fuckin' memory just goes out tha window. We couldn't find it in the van at all, we wonderin' if you looked in That trash can. When we threw out that trash, man, was the bag in Your hand, did you dump it? Call later. Bye.""",sonic youth
Protect me from ravagement I'm ten years old I don't know what to do Protect me myself I'm fourteen There's nothing to do Protect me yourself I'm sixteen Protect me from starving I'm eighteen Protect me you I don't know what to do Protect me demons That come at night I don't know what they say Their whispering Sends the night air away And makes me forget I hope they come Again and againHere they come Again and again I hope they come again Again Again,sonic youth
"Paintings they fall off the walls when you come Traipsing in with your horse Your six string guitar is a mess silver bullets Hanging off yr dressNow I remember what I meant to be-to replace Your history Who let that girl into this room-so innocent yet DoomedChorus Who shot the poison arrowHere she comes-yeh-shes playing hard to get There she goes-a promise you can never forgetMirrors, they black out and freeze when you pull Me in too too deep Everytime I handcuff you I know I come closer to The truthNow I remember whatI meant to say-to count All my blessings today Who let that girl into this room-so innocent Yet doomedChorus",sonic youth
Three feather three-piece Peace attack Early book whistling (?) Whistle at earth Whistling the earth today or (?) off (?) Nature sex Nature sex The only winking RemainderThree feather three-piece Peace attack Early book whistling (?) Whistle at earth Whistling the earth today or (?)Nature sex Nature sex The only winking Remainder (reminder?)Of the great Of the great anti-hate Springtime is wartime I'll rise to the crime-boss Electric guitar string A bed of flowers,sonic youth
"Plastic girl with plastic gun Plastic smile under plastic sun You burn my heart with your frigid stare Rip me off with your greasy hair (JANE: ""britney spear"") I hate you and your fishy friends I hate you and it never ends Plastic girl with plastic gun Plastic smile under plastic sun You burn my heart with your frigid stare Rip me off with your greasy hair (JANE: ""britney spear"") I hate you and your fishy friends I hate you and it never endsTired of the times I wound up dead Tired of the dogs inside your head Tired of the needles beside your bed Tired of the crap you keep me fed Tired of the people you keep misled Your blood is turning my blue eyes red Get your hands off my tomato Cherry juice on a rotten potato Subway slasher's on my ass Steals my money and smokes my grass Watch your back or you're dead meat baby Throw a dog a bone and you still get rabiesPlastic girl with plastic gun Plastic smile under plastic sun You burn my heart with your frigid stare Rip me off with your greasy hair (JANE: ""britney spear"") I hate you and your fishy friends I hate you and it never ends",sonic youth
"[sugar cane cd5][kim ] Wa wa wa wa wa wa wa No no no no no no no no no Na na naWell we can't take her this week And her friends all want another speech Hoping for a better day to hear what she's got to say All about the personality crisis You got it while it was hot But now frustration and heartache is what you've got Talking talking talking talking personality personalityNow you're trying to be something Now you've got to do something Wanna be someone how wow wow You must be thinking about the times you did It took every ounce Well it sure got to be a shame When you start to scream and shout You got to contradict all those times You better flyin? about - it's a butterfly You got a personality crisis You got it while it was hot Tell us how you know Frustation and heartache is what you got Coz when I'm talking talking personality personality Yeh yeh yeh yehAnd you're a prima ballerina on a spring afternoon Change on into the wolfman Howling at the moon, awoooh Got a personality crisis You got it while it was hot So hot y'know frustration and heartache is what you got Talking ?bout personality Talking / personality Yeah yeah yeahNow with all ing for some fragrant mother nature's sends Your mirror's jammed up for all your friends Personality everything is starting to blend all back to one Personality when your mind starts to bend Personality fashion of a friend Of a friend of a friend of a friend of a friend Personality wondering how celebrities ever met? Tell us about personality crisis you got it while it was hot He's always had frustration and heartache Is what you got Don't worry Personality crisis please don't cry Personality crisis please don't stop? Cause you walk with personality Talk with personality",sonic youth
Tonight the city is full of morgues And all the toilets are overflowing There's shopping malls coming out of the walls As we walk out among the manureThat's why I pay no mind I pay no mind I pay no mindGive the finger to the rock 'n' roll singer As he's dancing upon your paycheck The sales climb high through the garbage-pail sky Like a giant dildo crushing the sunThat's why I pay no mind Sleep in slime I just got signedSo get out your lead-pipe pipe dreams Get out your ten-foot flags The insects are huge and the poison's all been used And the drugs won't kill your day job...honeyThat's why I pay no mind I pay no mind I pay no mindThat's why I pay no mind,sonic youth
"I'm a cool hunter making you my way Like a brand name you'll replayI will know you I won't show you, yeah yeah You're the one [x4] Heat-seeking missile freak Black magick Scared to speak I will know you I won't show you, yeah yeah Will you buy me a shaky heart Let's forget has torn me apartI will know you I won't show you, yeah yeah You're the one [x4]Can you sell me Yesterday's girl Cuz everyday I feel more like her Oh baby baby Please don't goPattern recognition Is kind of slow Like a cool hunter watch the disarray Keep your secret foolish head away I will know you I won't show you, yeah yeah Close your eyes and feel the fun Pattern recognition's on the runI will know you I won't show you, yeah yeah yeah You're the one [x4]",sonic youth
"Come on get in the car Lets go for a ride somewhere I won't hurt you As much as you hurt me Let me take you there Before the sun goes down Come on give me your love Comon baby all you have I wanna take your breathe away Comon baby Just like that, you say You make me feel so crazy Comon get in the car Lets go for a ride somewhere I won't hurt you You make me feel so crazyCome on get in the car Lets go for a ride somewhere I won't hurt you As much as you hurt me Let me take you there Before the sun goes down Come on give me your love Comon baby all you have I wanna take your breathe away Comon baby Just like that, you say You make me feel so crazy Comon get in the car Lets go for a ride somewhere You make me feel so good You make me feel so crazy",sonic youth
Skimmin' the tops of tall trees Through the clear light of free speech A sudden memory disease Claims the air all around me I'm gettin' lost in the slipstream Maybe relive the same dream Of comin' in from the cold And losin' half of my soulMemory disease Across United StatesThat I had told the truth Feel so high Architectural I look to the skies To see our bodies They were rising up Out of the paper cupA sea change is due I don't seem to (?) you Touchdown on the new mason-dixon Line-up map was ripped and torn Jilted frame with all hope gone And I don't mind if you sing a differnet song Sing a different song Just as long as you sing Sing alongIt's later than it seems [x3] Time everyone came down(?) It's what you didn't say it's what you didn't say Don't wanna be a slave It's what you didn'tSkimmin' the tops of tall trees Through the clear light of free speech I'm comin' in for a landing I've got a soul (sole?) understanding It all comes down to a word It's just like nothin' I heard Over the rainbow in time Will be one hell of a climb Eye lights bright The lights sweep high clear sky Sky Reminiscent Of money in your eye UnwindI don't mind if you sing a different song Sing a different song Just as long as you sing Sing along It's later than it seems It's later than it seems It's later than it seemsNew ears are listening It's what you didn't say It's what you didn't say Don't wanna be a slave It's what you didn't say Nothing to give away,sonic youth
"She got you, got you good - didn't have a chance Pretty lady put you in - wear hat master ends (?) Oh baby don't you know - you're livin' on the death You better stay away - if you wanna live Lalalalalalalalalaaaaaah LalalalalalalalalaaaaaahEvery time you turn around she is lookin' up at you and down below Oooh - sugar pie Mmm - come on Chocolate spotShe gotta gun and all - don't you even know She looks into your eyes - angels wanna go (?) She takes it on the stride - leap through mind again (?) Don't worry you are fine - living with the messLalalalalalalalalaaaaaah LalalalalalalalalaaaaaahEvery time you turn around she is lookin' up at you and down below Ooh - sugar pudding Candy tic Orange rolls - angel's spitBoy she's got you got you good - don't you even try? Come on if you could - you would surely die You take it towards your mouth - you don't even know Come on sugar tic - you are gonna goLalalalalalalalalaaaaaah LalalalalalalalalaaaaaahEvery time you turn around she is lookin' up at you and down below Cool dye - chocolate spot Check her out - don't you know Deep in my heart - saying g'bye (?)",sonic youth
"Every time you look my way You shine a light in what you say Every time you look my way You talk a rhyme called purple haze Close your eyes and pretend You're not at all a black friendA smileless girl on the strip You really learn just how to be hip Tell yr stories 'bout your crazy trip Messing with stars and doing tricksClose your eyes and pretend It started all back thenBig glass house on the hill Doing dope but did you swear Yesterday was buried last year While I don't care I thought was clearClose your eyes and pretend This is how it should endCinderella of the night Doesn't know her left from right She so hungry for a bite Forget your friends for a big nightDon't you know who's keeping score Who's that barking at your doorHold tight with fear, a little bit Hold tight with fear, a little bit Hold tight with fear, a little bit Hold tight with fear That was then, this is nowHold tight with fear, a little bit Hold tight with fear, a little bit Hold tight with fear, a little bit Hold tight with fear That was then, this is nowEvery time you look my way Remember a girl who used to say Hold me tight any way It's okay it's only playI will remember in my dawn What I came for, for a lark",sonic youth
Trace paper fly onward Trace paper fly onward Wake? city's too high City skew high-upt (?) Kill us your scumbag youths Kill us your scumbag youths YouthsJohnny winter Johnny winter no-show B.B. King just turns onThe New Hampshire boys Steve and Joe They're gonna be on? They're doin' it for life On my girly gut? who has Decimitated love with that? With one hypertonic Melt the lead on (?) Lead-on?,sonic youth
"When the phone rang, 3 in the morn, dead middle of night There was nuthin on the line I set back the silent receiver / tiny flames lit in my head Hey did any of you freaks here ever remember lenny? I can't remember his last name He's turned to dust now, one of the chosen few Left out in the rain, out of town again Left out in the rain, ocean bound I guessBetween the matress and a column of hazy faces I remember every word you said Quite a clear picture ev'ry word you said The door was open but the way was not lit And there was no way out of my headOn a crimson hiway by a chrome bumper I last saw you: Alive / inclined to thrive / evening fireflies lit sparks around yr headBut wait a minute let's back up a bit: Some famous stars were busted by the thought police down on fashion avenue Impersonating real men / not knowing who they really were Now here at dark corners all is calm and quiet and good The kids are up late dreaming quiet questions in a graceful mood:Can you please pass me a jug of winter light? Fold me in an ocean's whim? In sweet corrosive fire light? In the city made of tin?Are you famous under the skin? Familiar with the things you wanted? Able now to take it all in? Making peace w/ every hole in the story?Did lightning keep you up all night? Illuminate the soot and grit? Can you tell how high the sky tonight? Dig out from under in spite of it?Can you cover up the one that floats? Can you push back the hours? I hear yr voice, I speak yr name Among nyc ghosts and flowers Will we meet? to run again? Thru nyc ghosts and flowers",sonic youth
Sweet temptation came today Time for angels to kneel and pray I saw you hangin with the devil Evil nature frozen grave Renounce yr lies sweet succubi-oh no I don't care I don't wanna hear it Cuz I'm not talkin to you no more And I'm never gonna shadow yr door- No wayU know u hrt me once And you know ull never hurt me again Cuz I'm sick of all yr games You can't trick my love w/sin Sinners lie I will never die-I said no I don't care I don't wanna hear it Cuz I'm not talking to you no more And I'm never gonna shadow yr door- No waySweet temptation came today Time for angels to kneel and pray Yr black wings r bound in chains As I swoop into yr grave Werewolf kommandos poison tongue-I said no I don't care I don't wanna hear it Cuz I'm not talkin to you no more And I'm never gonna shadow yr door- No way,sonic youth
"Get it up, get it in Sonic tooth, sonic truth Nic fit, nic fit, nic fit, nic fit Sign'em up, gotta smoke (?) Arafat, get a smoke (?) Nic fit, nic fit, nic fit, nicNic fit, nic fit, nic fit, nic fitSonic truth, sonic death Sonic smoke, sonic youth Nic fit, nic fit, nic fit, nic",sonic youth
"1988, 10/19, john peel session, bbc radio one Notes: the fall cover[thurston and lee] My new house You should see my new house My new house You should see my new houseI don't know that much about it I bought it off the baptists I get all the bills And I get pissed Damn I'm falling off a bill (? )Hmmmmm (ok chorus) I can't stand a ...... place that's really common like this (? ) I can't stand a ...... place that's really common like this (? ) My new house You should see my new house Keep away from my new houseIt's got yr drier in the middle (? ) It's got a window sillHmmmmm (ok good) .... to the middle of us (? ) .... to the middle of us (? ) My new house Where the beatniks hang out My new house You should see my new houseI care care about.... She won't grow up to be a problem I don't have... Won't grow up to be a problem My new house You should see my new house My new house You should see my new houseSometimes I think I'll ring up swine tax (? ) And go back to my flat Sometimes I think I'll ring up swine tax (? ) And go back to my flat My new house That's one bad thing about it According to the postman It's like the bleeding bank of england According to the postman It's like the bleeding bank of englandCreosote to my fence surrounds it (? ) No razor blades decks and a couple of decks (? ) My new house You should see my new house My new house ...what it's all about (? )There are rumour flying About a little haunted pillow Mr. rythem ... coming with me (? ) Mr. rythem ... coming with me (? ) And he plays with his psycho radio In my new house You should see my new house My - new - house You should see my new houseYou should see my new house My new house You should see my new house",sonic youth
"Best + sexy what was it anyway Jean-michel what was it anyway Saw you there what was it anyway Kneel right down what was it anyway Guitar on the ground what was it anyway Lost yr hand what was it anyway Hipsters stand what was it anyway Glitter tongue what was it anyway Gave you a flower what was it anyway Gave you the power what was it anyway Saintly ghosts what was it anyway Tingling down what was it anyway Nevermind what was it anywaySoot me over / feel me naked Soot me over / feel me escapeBoys go to jupiter to get more stupider Girls go to mars, become rock starsCome on down down to the river Come on down and jump right in Come on down I dare you to win now Come on down and down my friend Come on down and jump in the river Come on down and jump right in",sonic youth
"My friend Goo has a real tattoo She always knows just what to do She looks through her hair like she doesn't care (?) What she does best is stand and stare She can play the drums set too And the boys say: ""hey Goo what's new?""' hey Goo what's new? My friend Goo just says: ""Hey you"" My friend Goo just says: ""Hey you""I know a secret or two about Goo She won't mind if I tell you She likes to wear green underwear And lays down almost anywhereShe doesn't have nothing to do And the boys say: ""hey Goo what's new?""' hey Goo what's new? My friend Goo just says: ""Hey you"" My friend Goo just says: ""Hey you""I know a secret or two about Goo She won't mind if i tell you I know a secret or two about Goo I know a secret about Goo and youAnd she sticks just like glue And the boys say: ""hey Goo what's new?""' hey Goo what's new? My friend Goo just goes: ""Hey you"" My friend Goo just goes: ""Hey you""Goo Goo GooGoo Goo GooGoo Goo Goo My friend Goo Goo Goo Goo Talkin' 'bout Goo Goo Goo Goo My friend Goo Goo Goo Goo You would too Goo",sonic youth
