lyrics,artist
**      I was looking for a lover Living underneath the sun I thought I was the other When I knew I was the one*       Caught a handle on the rising sun Took a day to rise and fall At the end of the trail I was scarred and burned But I felt no pain at allWalking through a world of lies With a heart made out of stone I looked deep into my eyes And I knew I was alone*I'm a son of a son I'm the son of the sun My death trip Has just begun****,black flag
"I put my fist through the door I hate myself for youI love youSuspicion rules my very soul My knife is sharp, my thougths are coldI love you I love you Because, I love youI can't talk, I can't think My feelings burn inside of meI love youI practice my knife, I feel the power I look in the mirror and I want to destroy herI love youI gave you my life, but what did I get? Now it's time to take it backI love you I love you Because, I love youI hear a car, your footsteps outside Knife in hand, love in heart Sweating - I waitI love youYou screamed, you bled, you laid on the floor But now I know you'll leave me no moreI love you I love you Because, I love you",black flag
I don't care - gonna fuck you anyways don't care - your boyfriends here anyways don't care - is that a tampon on anyways don't care - well your gross anywaysI don't [x2] (haha you're ugly)I don't care - well your messed up anyways don't care - your a doggy anyways don't care - you got a dull place anyways don't care - well you look like ?????I don't care [x2]don't care - well your messed up anyways don't care - your boyfriends here anyways don't care - all your parents are here tooI don't care,black flag
"I can see you You can see me I can hear you You can hear me I can feel you You can feel meI can see you You can see me I can hear you You can hear me I can feel you You can feel meDon't Stab me in the back Don't Stab me in the back Don't Stab me in the back Don't Stab me in the backI can see you You can see me I can hear you You can hear me I can feel you You can feel meI can see you You can see me I can hear you You can hear me I can feel you You can feel meDon't Stab me in the back Don't Stab me in the back Don't Stab me in the back Don't Stab me in the backDon't Stab me in the back Don't Stab me in the back Don't Stab me in the back Don't Stab me in the backI can see you You can see me I can hear you You can hear me I can feel you You can feel meI can see you You can see me I can hear you You can hear me I can feel you You can feel meDon't Stab me in the back Don't Stab me in the back Don't Stab me in the back Don't Stab me in the backI can feel you Really, I can, Friend.",black flag
"Time Time Time Forever time It's time to walk by me One last time, it's timeAt first Relax Get set Get your message from time Time, time, time, timeTime Time Time Forever time It's time to look into my eyes One last time, it's timeI feel I'm some kind of death machine With skin and muscles and a heart That pumps my blood Time, time, time, timeTime Time Time Forever time It's time to kiss me goodbye One last time, it's timeThis is the first time This is the last time It's my only time But it's only time Time Time Time",black flag
some day ill feel no pain someday i wont have a brain theyll take away the part that hurts and let the rest remain fix me fix my head fix me please i dont want to be dead someday well all be rich someday i wont listen to you bitch and ill turn up the volume and give um all the shit to play just for you fix me fix my head fix my head fix me please i dont wanna be dead some day ill feel no pain someday i wont have a brain theyll take away the part that hurts and let the rest remain fix me fix my head fix me please i dont want to be dead fix it!,black flag
"do you want the family man or do you want the swingin' man?family manyou get the family man family man FAMILY man with your glances my way, takin no chance on the new day family man,with your life all planned; your little sand castle built, smilin through your guilt, family man here i come here i come family man i come to infect; i come to rape your women; i come to take your children into the street; i come for YOU family man, with your christmas lights already up, your such a MAN when your puttin up your christmas lights, first on the block; family man i wanna crucify you to your front door with the nails from your well stocked garage family man; family man; FAMILY MAN saint dad! father on fire! ive come to incinerate you ive come home",black flag
"Drink, drink, drink, drink Don't think Drink, drive, killGet drunk alot and work 40 hours a week Spend half your time hungover, sick, and weakMake sure to tell yourself that this is cool And make sure to tell yourself that you have no choice And make sure to tell your friends that they drive you to it And that you can quit anytime that you want, anytime You can quit anytime that you want You can quit anytime You can quit anytime, anytimeDrink, drink, drink, drink Don't think Drive, killParty down, party down Drink until ya can't even see Fill your car with your buddies And wrap it around a treeMake sure to tell yourself that this is cool And make sure to tell yourself that you have no choice And make sure to tell your friends that they drive you to it And that you can quit anytime that you want You can quit anytime that you want You can quit anytime that you want You can quit, you can quit, you can quit!Make sure to tell yourself that this is cool And make sure to tell yourself that you have no choice And make sure to tell your friends that they drive you to it And that you can quit anytime that you want, anytime You can quit anytime that you want You can quit anytime that you want You can quit anytimeDrink, drink, drink, drink Don't think Drive, killFeelin' pretty petty lying low in a hospital bed Busted car, busted head You had a friend but now he's deadMake sure to tell yourself that this is cool And make sure to tell yourself that you have no choice And make sure to tell your friends that they drive you to it And that you can quit anytime that you want, anytime You can quit anytime that you want You can quit anytime that you want You can quit anytime Anytime you want",black flag
"Right here, all by myself I ain't got no one else The situation is bleeding me There's no relief for a person like meDepression's got a hold of me Depression-i gotta break free Depression's got a hold of me Depression's gonna kill meI ain't got no friends to call my own I just sit here all alone There's no girls that want to touch me I don't need your goddamn sympathyDepression's got a hold of me Depression-i gotta break free Depression's got a hold of me Depression's gonna kill meEverybody just get away I'm gonna boil over inside today They say things are gonna get better All I know is they fuckin? betterDepression's got a hold of me Depression-i gotta break free Depression's got a hold of me Depression's gonna kill meDepression's got a hold of me Depression-i gotta break free Depression's got a hold of me Depression's gonna kill me",black flag
"Damaged by you Damaged by me I'm confused Confused, Don't wanna be confused Stupid attempts No conclusions I'm confused Confused, Don't wanna be confusedPut the gun to my head And I don't pull I'm confused Confused, My emotions are bruisedI no longer feel a thing I no longer want to see But you can't make me long For your life and security Problems stick, My live drips feelings cutStupid feelings Stupid illusions I'm confused Confused, Don't wanna be confused Scars for me to wear I'm confused Confused, Don't wanna be confusedThings don't fit Do I care I'm confused Confused, Don't wanna be confusedI no longer feel a thing I no longer want to see But you can't make me long For your life and security Problems stick, My live drips feelings cut",black flag
"i tried to apply i can't get loose my day is to myself put my brain in a noose[chorus] buzzer sounds, gotta move feet move, legs move, hands move, brain moves.... real slowi gotta' be on time just to collect my reward i gotta stand in line makes me feel so fucking bored'boss barks orders at me but i can't yell back 'cause whenever i try.... get that son of a bitch off my back[bridge] i have this problem every morning, i gotta' face the clock; punch in, punch out, it makes me so pissed off one of these days i'm gonna smash it off the wall! go home!",black flag
"Sun's coming up and I can't decide To spill my emotions or keep them inside Go for a drive, go to the store I'm looking for something that can't be bought thereI always wear a smile Because anything but a smile would make me have to explain And they wouldn't understand anyway I conceal my feelings so I won't have to explain What I can't explain anywayI can't decide I can't decide I can't decide anythingI can't decide I can't decide I can't decide anythingEvery time I open my mouth I always wish I had kept it shut I gotta spill my guts - but I don't dare I take a look around, I know that no one else caresSun's coming up and I can't decide To spill my emotions or keep them inside Go for a drive, go to the store I'm looking for something that can't be bought thereI always wear a smile Because anything but a smile would make me have to explain And they wouldn't understand anyway I conceal my feelings so I won't have to explain What I can't explain anywayI can't decide I can't decide I can't decide anything",black flag
Black love No end in sight Black love No rest tonight Black love (? )  is right Black love Feels so twisted (? )Black love (? ) the night Black love Twisted.. (? )not Black love(? ) left to dry Black love Feels so twisted (? ) Yeah...Black love No sleep tonight Black love I roll the dice Black love Black.. (? ) bites Black love Feels so twisted..(? ),black flag
"The worlds got some plans for me Courthouse, jails and factories Black and whites on the street For me for meI see my place in american waste Faced with choices I can't take American waste american waste On my own I see my fateOn my own on the way out Small enough it's all spelled out I know what I see what I want The doors are closed in this mazeI see my place in american waste Faced with choices I can't take American waste american waste On my own I see my fateBoredom looks for it's kicks Going down on death I see it coming I can't do anythingNot for me not for me I won't end up in the heap I want out I'm free Burning burningI see my place in american waste Faced with choices I can't take American waste american waste On my own I see my fate",black flag
"Bastard In LoveBastard in love, there's no turning back Punish your lover, and then just turn your back Punish your future, to spite your past Love turns to hate, with every spell you castYou keep waiting for the love that you want to feel But you'd never believe it when the tell you that love is real, You keep wishing... butMy love is real My love is real My love is real My love is realBastard in love, they push, you shove There's no point in asking, you'll never know why You run and don't listen, I sit home and cry My heart sinks further with each of your liesBastard in love, I can't help what I feel And what I feel, I'll feel to the end There may be no right, and there may be no wrong But ther is pain, and it always lasts too long",black flag
Beat my head against the wall one more time Will this solve my problems at all? I don't care about parties or a good time I won't stand in your lineSwimming in the main stream is such a lame dream No method to the madness Beat my head against the wallTension builds up so quickly My judgement becomes affected And without my even knowing it I have started to act like a dickSwimming in the main stream is such a lame dream No method to the madness Beat my head against the wallRunning around like a chicken without a head Get my kicks bouncing around in bed But the next day I still feel the same I'll find a way yo blast againSwimming in the main stream is such a lame dream No method to the madness Beat my head against the wall,black flag
"Who are you with, where have you been Imagination turns thoughts, reason can't change Staring at the walls, think I know what I see Anger and coffee, feeling meanDrinking black coffee, black coffee, drinking black coffee, staring at the wall Black coffee, black coffee, black coffee, staring at the wall Black coffee, drinking black coffee, drinking black coffee, staring at the... Stab through my heart, stab through my heart, stab through my heart But its all in my mind, mind, mind, mind Just in my mind, mind, mind, mind Its just in my mind, yeaaaaaaaaaMy heart is pounding, as stare at the wall Its my turn to be jealous, now I don't stand for it all In fact I'm pretty stupid, I'm feeling small Anger and coffee, feeling meanDrinking black coffee, black coffee, black coffee, staring at the wall Black coffee, black coffee, black coffee, staring at the wall Black coffee, drinking black coffee, drinking black coffee, staring at the... Stab through my heart, stab through my heart, stab through my heart But its all in my mind, mind, mind, mind Just in my mind, mind, mind, mind Its just in my mindYeaaaaaaaa Drinking black coffee, drinking black coffee, drinking black coffee, staring at the wall Black coffee, black coffee, black coffee, staring at the wall Black coffee, drinking black coffee, drinking black coffee, staring at the... Stab through my heart, stab through my heart, stab through my heart But its all in my mind, mind, mind, mind Just in my mind, mind, mind, mind Its just in my mind, yeaIf the night goes on, paranoia adultery Why should I be so stupid, when I can't really see The other side of the wall, is eating away at me Anger and Coffee, feeling meanDrinking black coffee, black coffee, black coffee, staring at the wall Black coffee, black coffee, black coffee, staring at the wall Black coffee, drinking black coffee, drinking black coffee, staring at the... Stab through my heart, stab through my heart, stab through my heart But its all in my mind, mind, mind, mind Its just in my mind, mind, mind, mind Its just in my mind",black flag
"*    you say you don't like the things I've done You say you don't like what I've become When you look into the mirror, tell me what you see When you see yourself then you'll see me**(x4) this will be the best one yetYou're walking around with your eyes wide open And you're walking around with your mind shut tight When you look into the mirror, tell me what you see When you see yourself then you'll see me**(x4)I don't need you to tell me what to be I don't need you to tell me what I see Take a look around, take a look around, take a look around When you come on home tell me what you've seen**(x4)***(x4)",black flag
"YeahNowhere to go…No place to go... I’m real screwed up, my eyes are sore from smoking all that shit… No place to go… Bottomless heart, so big that everything just gets lost in there And if it never comes out,… that’s ok by me.. And on other side, ..at the top there may light at the end of the tunnel ..I just don’t think I’ll be the same… I’m just warning you…I’m warning you all..no crutches….no nothin’ …I am…going to live the end…apocalypse man….what the hell else is there to do? I want a mission, not a gig or a good time, I want a mission Scrawny stiff legs and despair come walkin my way with an achy step Shipwrecked souls desolation paradise... bountiful wonderland of lost souls staggering around arms out stretched looking… for something...lonely hero man sitting on the crest of the apocalypse and our boy says something like uhhhh….. hey sir, ..I’m a man away from home,… and my soul is out on loan, could you throw us down a bone,…so I wouldn’t be all alone cuz I wanna see it all, and I wanna have it all, and I wanna see it fall, and I wanna take it all away.. February 13th, birthday new shirt around my neck, shivers up and down my spine, The time is mine and I’m feelin fine ..and I take this one thin dime And I call my mom on the phone and say… Say something to warm her heart.. Say uhh your boy done fucked up… Had a bit of hard luck….went down a wrong trail, messed with the wrong people And just lost his mind ..just lost his mind …just lost his mind….. just lost his mind ……...just lost his mind ……..just lost his mind ……...just lost his mind ……….JUMPED!! …. get stuck in the trunk,.. got stuck in the jungle and their jokes and their votes and their wrong side looks, and all the notes in the books, and all the wrong turns and all the bad burns…and he never learned to not get burned and he never learned one more wrong turn led to another wrong turn…. YAAAA!!PEOPLE!! …these people.. are for real… they watch television…. They run in circles….they bark like dogs …they nip at my heals….. They wanna put a collar around my neck…..they want me to be like them……. Well I just walk right past, right over em, right though em, right on top of them……. I crush their face….cuz it’s easy…cuz their nothing ….cuz their nothing ……. little dogs….humping dogs…stickin’ that thing in any crack that passes by…….. Dirt falling in my mind, ..dirt gets stuck in my mouth, dirt gets stuck in my eyes… Seeing everything through dirt, all I see is dirt, all I know is dirt…..just talking dirt, Talking dirt, Digging dirt, loving dirt, rolling in dirt……… Dirt river, dirt slithers, dirt lovers, dirt undercover, dirt over color aaaaaaaaaaaaaaaaooooh ………….. I’ve felt dirty before, but it never felt quite like this, I’ve seen dirt before but it never looked quite looked like this I’ve talked dirt before but it never sounded quite like this……….. That’s not the way it is….That’s just the way it is around here…around these paats.. OOOH!! ........It took a long time to make a long rhyme, It took a long time to make a story short It took a lotta lives and a lotta lies to make this story what it is And stretch it into a disgusting distortion and proportion and detail…. And you can retail that, and sell it to the market and see what you get Bring back the proceeds and we’ll spend it on …something that works.. Something that will save me, something that will get me out of here… There’s nothing I want more….like out…there’s nothing I like to roll in like dirt…. …….LOOK!!...... Ashamed of myself….I’ve looked at myself…I’ve hated myself…….. And if we could all just …..get together and hate a little…we could hate one another… Hate our sisters and brothers in the sea of disuniTy…. Get my fill when the bloodspills, Get my fill when the bloodspills Get my fill when the bloodspills, I get my freeze with the chillspells, I get my thrills with the cheers feel, I get my thrills with the cheers feels, the glass breaks….Chills up and down my spine and I’m feeling fine..I was feeling fine the time is mine……………….. Spendin time to time getting my beer and all the gulls wing inside my head, and alarms goin on and off …. all fucked up…all messed up…open my eyes, too much breathing, too much of that fucking dirty air…..makes me talk shit …makes me live shit………………… makes me wanna kiss the ground, better than kissing you…dirt girl, …in that dirt dress… what’s up that dirt dress ..what’s up that dirt dress….ain’t nothing but a bunch a trash ain’t nothing but a bunch a trash ain’t nothing but a bunch a trash ain’t nothing but a bunch a trash, but you seem to have me quite interested, … quite interested, I think I’ll walk your way, I think I’ll say your name, I think I’ll come over to your house.. Eeeeeeeeuuuuuuuwwwww you got something for me! you got something for me! I’m the man among men walking tall with a plan, You can send it around the world, you can hold it in your hand You can bring it on home, I’m Armageddon man giiirllll…… Armageddon man giiirllll!!!... Armageddon man giiirllll!!! And I want the whole world …I want the whole world …………I want the whole world I wanna make this place a better place……and send my shovel and face…everywhere…. A statue of my effigy ………..they erected a slum in my name ….. Henry Rollins memorial slum …. Henry Rollins memorial pit….. Got a grave with my name…..I gotta grave that always looks the same …… Through the eyes of a fuckin’ bug !",black flag
"Yes, I KnowI need some common sense. I need some attitude. The doctor says I’m out of business. What I need is mental fitness.Yes, I know. Now I know. There ain’t no coming out. Yes, I know. Now I know.I need some help. A long term overhaul See the lies upon his face. See the way I crawl, I crawl, I crawl, I crawl inside my head.Yes, I know. Now I know. There ain’t no coming out. Yes, I know. Now I know.I think it’s near the end. I feel it might be sick. There’s a brave try right around the corner. I’ll make that turn real quick.Yes, I know. Now I know. There ain’t no coming out. Yes, I know. Now I know.Now I know. Now I know. There ain’t no coming out. Yes, I know. Now I know.Well if you wondering. About what's going round. One mans up. Take another man straight down.Yes, I know. Now I know. Yes, I know. I know.",black flag
