,lyrics,artist,genre
576,"Nothing but a savage blur In your face, in your land The weight of you is greater than Forgot my pride Forgot my side Don't bother to leave There's no room outside Your sense of pride Nothing here but a savage blur",sonic youth,indie
577,"Keep on runnin' in the dark Dude ranch dream is fallin' apart Stolen kisses let's pretend my friend You play sick and I will mend Let the action begin again my friend You be patient and I'll attend Let's rehearse let's do it again Dude ranch nurse yr brand new friendLet nurse give you a shot it's something to do Took my pulse Let nurse give you a shot it's something to do I could love you I could love youDeep sleep coming along Like a newborn colt you found You're wrapping around the gauze Dizzy reminder Ouch she foundLet nurse give you a shot, don't slip too far I could love you I could have youYou be cowboy and I'll allow Let me ride you 'til you fall Let's pretend there's nothing at all Nobody knows the shape I'm in Kiss me now it's just a sin Nobody knows the shape I'm in",sonic youth,indie
578,"Smile like a sun, back over time Crazy fr you, pleasure is mine I love you, I love you, I love you, what's your name? I love you, I love you, I love you, what's your name? You're coming thru, even it up Going too far, try understand I love you, I love you, I love you, what's your name? I love you, I love you, I love you, what's your name?Whisper kiss yr ear, I'll tell you what I fear Whisper the kisses in yr ear, I'll tell you what I fearCome on home, just ain't fair Name of rock'n'roll, where love dies Couldn't find a soul, tell it like it is Deep down inside, drunken butterfly I love you, I love you, I love you, what's your name? I love you, I love you, I love you, what's your name? I love you, I love you, I love you, what's your name? I love you, I love you, I love you, what's your name?",sonic youth,indie
579,"1997, Suburbia soundtrack, geffen[Kim] In my head head I'm really tall my eyes are big not small hair flows down my back down the street don't look backIn my heart heart I'm a star bigger then your guitar wish I may wish I might be with you tonightIn my eye eye I'm really shocked I'm not a cul-de-sacIn my heart your the star looking for a candy car wish I may wish I might come undone just for funI was wondering if you ever think of me maybe If you want me tell me in honest I will meet you maybeIn my eye eye I really shocked I'm not a last resort daylight breaks an ugly site it's me is that right?I wish I might come undone just for funI was wondering if you ever think of me maybe If you want me tell me in honest I will meet you maybeI was wondering if you ever think of me maybe If you want me tell me in honest I will meet you maybe",sonic youth,indie
580,Here it comes again - out of the rain Seems to have a new - kind of same Been it playing on a - simple rhyme The site comes alive and - speaks the mind It turns to me and - it turns to gold It turns to see a - the fast lane slowIt's been a way too long It's been the way I gone It's a-coasting on To the west starLooking out I thought I - saw it blink Coming on to me - like a silver eye Pick it up and - turn it on and Head on out to a - western starlandIt's been a man and gone (?) Now it's a singing song Like a western star It's going my wayLooking out I'm back in - time to stay Into the eastern - silent way (?) Comes alive through - through and clearer (?) Ghost arise to - dirty mirror (?)You've been away too long It's been way too long An eastern star is on A disappearer,sonic youth,indie
581,"Did you get your disconnection notice? Mine came in the mail today They seem to think I'm disconnected Don't think I know what to read or write or say Glossaries injected daily Words and numbers spell out the price to pay It simply states ""you're disconnected baby"" See how easily it all slips awayThis is no direction Prepare for the city Angels turn on heaven's lightHurry up, the stage awaits you Don't forget to memorize your lines Can you hear them congratulate you? Out of step just can't find the time Will we pass thru undetected? Everything's right here inside our file You're not so free to be so unprotected A secret Mona Lisa hides behind her smileThis is no direction Prepare for the city Angels turn on heaven's lightDid you get your disconnection notice? Mine came in the mail today They seem to think I'm disconnected Don't think I know what to read or write or say Glossaries injected daily Words and numbers spell out the price to pay It simply states ""you're disconnected baby"" See how easily it all slips away",sonic youth,indie
582,"Wish I could change the way that you feel Standing with him you feel more real Looking so sweet with all your might Trusted in him to put it night (?) Holding his hand like a brand new kite Blue eyes sparkle, open, alright Wish I could see, the girl who'd fight Playing and laughing and trying to show itRunning and falling and dying to know it Staring you down with her gaze hold it Wish I could free you but I can't don't blow itAngel, gonna show it Lord The devil, go on hold it Angel, gonna show it Lord Blow itBecuz of you, becuz of you, becuz of you, becuz of you Becuz of you, becuz of you, becuz of you, becuz of you Becuz of you, becuz of you, becuz of you, becuz of you Becuz of you, becuz of you, becuz of you, becuz of youWish I could free you, but I can't, don't blow it Wish I could free you, but I can't, don't know it",sonic youth,indie
583,She's in a bad mood But I won't fall for it I believe all her lies But I can't fall for itShe's in a bad mood But i won't fall for it I believe all her lies But i can't fall for it,sonic youth,indie
584,"1 2 3 4Beat on the brat Beat on the brat Beat on the brat with a baseball bat Oh yeah, oh yeah, huh-ho Beat on the brat Beat on the brat Beat on the brat with a baseball bat Oh yeah, oh yeah, huh-ho Oh yeah, oh yeah, huh-hoWhat can you do? What can you do? With a brat like that always on yr back What can you lose? What can you do? What can you do? With a brat like that always on yr back What can you lose? Lose[repeat all]",sonic youth,indie
585,There's something in the air there Makes you go insane Brings you back to me It's been so long All that I have to do Is live along It's coming coming down Over me Do you want to see The explosions in my eye Do you want to see The reflection of How we used to be Beauty lies In the eyes of anothers dreams Beauty lies Lost in anothers dream It's coming coming down Over me Do you want to see The explosions in my eye Do you want to see The reflection of How it used to beHey baby Hey sweetheart Hey fox come here Hey beautiful Come here sugar,sonic youth,indie
586,"Mission control to brain police Free love, key energyPenetration (destroys the party) Violation (of a cosmic body) Do you under (stand the problem) Anti-war (is anti-orgasm)Smash the war hypocrisy Mission control key anarchyLiberation (not your sex slave) Domination (will you behave) See how we be (lieve in nothing) Anti-god (is anti-orgasm)",sonic youth,indie
587,"My darling cruises the streets for pleasure Skyscrapers in the dead love dawn Throbbing blood mind selfless creature Forever yours and then she's gone Radios play nothing when she's far away Tv antenna nothing gone to waste Radio transmitting nowhere it falls away, She's far awayEvery corner creeping panic Freak lighting in her abstract mind Rubber stamps and dreams of cashflow Wild blood ecstatic crime Radios play nothing when she's far away Tv antenna rusting gone to waste Radio transmitting nowhere it falls away, She's far awayEvery day I feel more like her Street magic in the burning dawn Out for blood my selfless lover Forever yours and then she's gone Radios play nothing when she's far away Tv antenna nothing gone to waste Radio transmitting nowhere it falls away, She's far away",sonic youth,indie
588,"I can never forget you - the way you rock the girls They move a world and love you - a blast in the underworld I stick a knife in my head - thinking 'bout your eyes But now that you been shot dead - I've got a new surprise I been waitin' for you just to say He's off to check his mind But all I know is you got no money But that's got nothing to do with a good timeCan you forgive the boy who - shot you in the head Or should you get a gun and - go and get revenge? A 100% of my love - up to you true star It's hard to believe you took off - I always thought you'd go farBut I've been around the world a million times And all you men are slime It's goin' to my head, goodbye I am dead Wastewood rockers is time for cryin', hey!",sonic youth,indie
589,"The lights are on, but you're not home Your mind is not your own Your heart sweats, your body shakes Another kiss is what it takes You can't sleep, you can't eat There's no doubt you're in deep Your throat is tight, you can't breathe Another kiss is all you need You'd like to think That you're immune to the stuff, oh yeah It's closer to the truth to say you can't get enough Gonna have to face it, you're addicted to loveYour tongue is tied, you can't breathe You're runnin' at a different speed Your heart beats in double time Another kiss and you'll be mine A one track mind You can't be saved Oblivion is all you crave If there is some for you You don't mind if you doYou'd like to think That you're immune to the stuff, oh yeah It's closer to the truth to say you can't get enough Gonna have to face it, you're addicted to loveMight as well face it, you're addicted to love Might as well face it, you're addicted to love Might as well face it, you're addicted to love Might as well face it, you're addicted to love Might as well face it, you're addicted to loveThe lights are on, but you're not home Your will is not your own Your heart sweats, your teeth grind Another kiss and you'll be mineYou'd like to think That you're immune to the stuff, oh yeah It's closer to the truth to say you can't get enough Face it, you're addicted to loveMight as well face it, you're addicted to love Might as well face it, you're addicted to love Might as well face it, you're addicted to love Might as well face it, you're addicted to love Might as well face it, you're addicted to love Might as well face it, you're addicted to love",sonic youth,indie
590,"Let's go walking on the water Come all the way please I wanna know Should I stay or go? No need to be scared Let's jump into the day I wanna know I think I oughta goClose your eyes and make believe You can do whatever you please I wanna know I think I better goLet's go walkin on water Now you think I'm Satan's daughter I wanna know Please let me go!Just too quick Now I think I'm gonna be sick I wanna know Should I stay or go?I'm trying for the future It's funny that way I wanna know I wanna know!I took a look into the hate It made me feel very up to date I wanna know Should I stay or go?Hold me tight, down on my knees So I don't go burning 'cross the breeze I wanna know I wanna know!I wanna know Should I stay or go?Burning 'cross the breeze Burning 'cross the breeze Blowing 'cross the breeze",sonic youth,indie
591,I got a catholic block Inside my head I let it go to work Bring it all back home It serves you right And I can motor down You got to earn yr freedom Get it on my ownI just live 4ever There just is no end I just trust the oppression Like I trust yr friendsI got a catholic block Inside my head I let it play around Iron to goldCome back to me awhileI got a catholic block it's around my head I got a catholic block and it's blood orange red I got a catholic block do you like to fuck? I got a catholic block guess I'm out of luck,sonic youth,indie
592,"long ago and oh so far away I fell in love with you before the second show your guitar it sounds so sweet and clear but you're not really there it's just the radiodon't you remember you told me you love me baby you said you'd be coming back this way again baby baby baby baby baby oh baby I love you, I really doloneliness, is such a sad affair and I can hardly wait to be with you again what to say to make you come again come back to me again and play your sad guitardon't you remember you told me you love me baby you said you'd be coming back this way again baby baby baby baby baby oh baby I love you, I really dodon't you remember you told me you love me baby you said you'd be coming back this way again baby baby baby baby baby oh baby I love you, I really do",sonic youth,indie
593,"Another can of worms Another stomach turns Yeh yr ghetto burns It's the song I hate, it's the song I hate You got a stupid man You got a Ku Klux Klan Yr fuckin' battle plan It's the song I hate, it's the song I hateA sieg heil-in' squirt You're an impotent jerk Yeh a fascist twerp It's the song I hate, it's the song I hateBlack robe and swill I believe Anita Hill Judge will rot in hell It's the song I hate, it's the song I hateYeah a cross on fire By a christian liar A black attack on fire It's the song I hate, it's the song I hateYeah the president sucks He's a war pig fuck His shit is out of luck It's the song I hate, it's the song I hateAnother nazi attack A skinhead is cracked My blood is black It's the song I hate, it's the song I hateWe're banging pots and pans To make you understand We gonna bury you man It's the song I hate, it's the song I hateI'm a human wreck A redneck in check I killed the teacher's pet It's the song I hate, it's the song I hate It's the song I hate, it's the song I hate It's the song I hate, it's the song I hate It's the song I hate, it's the song I hate It's the song I hate, it's the song I hate It's the song I hate, it's the song I hate",sonic youth,indie
594,"I see your wishes on the wall, and that's all right with me I see you run to make a call, hoping that there's someone free Your life and my life they don't touch at all, and that's no way to be We've never seemed so far What's real? what is true? I ain't turning my back on you Where're you goin'? where've you been? Making wishes, watching dreamsIt might be simple, it might be true, I might be overwhelmed by you You might be empty, the way your eyes just look right through It's such a mess now anyway, wish fulfillment every day I don't believe you, now I can't hear a word you sayI see you shaking in the light, reading the headline news The others they're not quite so bright, we want them to choose you I could almost see your face tonight, singing simple rhythm'n'blues You'll always be a starShake it baby! come'on scream! Just see your face in a magazine Don't doubt it! leaves Chris sore! (?) I can't stand it anymoreIt's my favorite shot of you, you look so pretty your eyes were true I'm still on your side, in spite of everything you do We're only blood on blood on life, you paint me pictures every night (?) Come wish beside me, don't you know you know what's right",sonic youth,indie
595,Lights on the stones on backed-up drain What lovers list on languid stain We've come together to gather star Shooting up stones a pallored heart Dead or alive There's danger The dead are alright With meWe're not gonna run away We're not gonna leave you stranger We turn the light on your lonely homeCamera on the haunted stones Blood-shadow gentle painted scorn Now it's dancin' ink across your skin Hieroglyphic-lover nature-friendThe dead are alive There's danger The dead are alright With meWe're not gonna run away We're not gonna leave you stranger We turn the light on your lonely home,sonic youth,indie
596,"**   he's too straight and you can wait Modern man I've only got time for a few, and not you Modern man I'll push you hard, I can't know you Modern man 'cause then we'd have to be friends, and that just won't do Modern man, modern man*	  living tomorrow is everyone's sorrow Modern man's daydreams have turned into nightmaresIt's for you that I sing to share what I feel Modern man The things I need in this world Modern man If you don't like it, you can leave me alone Modern man, modern man 'cause when I talk to you I want to hang up the phone Modern man, modern man***",black flag,punk
597,Had money in my pocket But he had a gun How was I to know That I was a lucky one? You got me through this time But my time will come When things get wild I'll get out from underneath the gunYou're retired at 21 Your mind is gone Your race is run You're retired at 21 You side with the law And the man with the gunLookin? for a thrill But it just ain't that easy 'cause when you move in for the kill Got to get sleazy The bait'll come off the wild(? ) Before we crawl all over you We've both got power And at(? ) you'll don't know what I'll doMoney money money ?ll buy you food into my brain But your heart can't even breathe 'cause your soul's already claimed Collecting a scrapbook Proud of what you've done No more pushing Retired at 21You're retired at 21 Your mind is gone Your race is run You're retired at 21 You side with the law And the man with the gunCrapshoot crapshoot Don't know what you'll find there Don't want no one To catch you in a dare Your life story is complete The clock has got you beat You look at life Then you turn and retreatYou're retired at 21 Your mind is gone Your race is run You're retired at 21 You side with the law And the man with the gun,black flag,punk
598,I wear rat's shoes I pay rat's dues I make rat's moves I sing rat's bluesI see the world through Rat's eyes [4x] Burning Rat's eyes [4x] Sullen Rat's eyes [4x] Dirty Rat's eyes [4x]If you look through rat's eyes You can talk about shit real good You will be always looking at shit You are verminI see the world through Rat's eyes [4x] Burning Rat's eyes [4x] Sullen Rat's eyes [4x] Dirty Rat's eyes [4x]I see the world through Rat's eyes [4x] Burning Rat's eyes [4x] Sullen Rat's eyes [4x] Dirty Rat's eyes [4x]I want you to touch my filth I want you to feel my filth I want you to look into my eyes I want you to look through my eyesI see the world through Rat's eyes [4x] Burning Rat's eyes [4x] Sullen Rat's eyes [4x] Dirty Rat's eyes [4x],black flag,punk
599,It's not my imagination I've got a gun on my back!Promises you made Never become factWe're gonna get revenge You won't know what hit you We're tired of being screwedDon't tell me about tomorrow Don't tell me what I'll get I can't think of progress when Just around the corner There's a bed of cold pavement Waiting for meRevenge! I'll watch you bleed Revenge! That's all I'll needI won't cry if you- die! DIE! We're gonna get revenge You won't know what hit you We're tired of being screwedRevenge! REVENGE!!!,black flag,punk
600,"(yeah...!) Spinning down the drain again Walls closing in again Curling up inside again No way in out up down or otherwise againI can't move I can't speak I can't shake these troubles off of me I can't move I can't speak And I can't shake these troubles off of meTracking (? )in wrapped up again Shadows Inward, turning inward again Paralyzed and going blind againI can't move I can't speak And I can't shake these troubles off of me I can't move I can't speak And I can't shake these troubles off of meI can't move and I can't speak and I can't shake these troubles off of me I can't move I can't speak And I can't shake these troubles off of meWound up so tight again My soul seeps out it's pores Paralyzed and going blind Paralyzed and going blind againI can't move I can't speak And I can't shake these troubles off of me I can't move I can't speak And I can't shake these feelings off of me(yeah...!)",black flag,punk
601,"I was so wasted I was a hippie I was a burnout I was a dropout I was out of my head I was a surfer I had a skateboard I was so heavy man, I lived on the strand I was so wasted I was so fucked up I was so messed up I was so screwed up I was out of my head I was so jacked up I was so drunk up I was so knocked out, I was out of my head I was so wasted I was wasted.",black flag,punk
602,"This fucking city Is run by pigs They take the rights away From all the kidsUnderstand We're fighting a war we can't win They hate us-we hate them We can't win-no wayWalk down the street I flip them off They hit me across the head With a billy clubUnderstand We're fighting a war We can't win They hate us-we hate them We can't win-no wayNothing I do, nothing I say I tell them to go get fucked They put me awayUnderstand We're fighting a war We can't win They hate us-we hate them We can't win-no wayI go to court, For my crime, Stand in line pay bail, I may serve time Understand We're fighting a war We can't win They hate us-we hate them We can't win-no way",black flag,punk
603,Jealous cowards try to control rise above we're gonna rise above they distort what we say rise above we're gonna rise above try and stop what we do rise above we're gonna rise above when they cant do it them selves rise above we're gonna rise aboveChorus: we are tired of tour abuse try to stop us but its no usesocietys arm's out of control rise above we're gonna rise above think there smart cant think for themselves rise above we're gonna rise above laugh at us behind our backs rise above we're gonna rise above i find satisfaction in what they lack rise above we're gonna rise aboveChoruswe were born with a chance rise above we're gonna rise above i am gonna have my chance rise above we're gonna rise above we were born with a chance rise above we're gonna rise above i am gonna have my chance rise above we're gonna rise abovechorus(guitar solo)chorusrise above we're gonna rise above we're gonna rise above we're gonna rise above we're gonna rise above.,black flag,punk
604,"Keep me alive Only you can do it If not you'll die too And I'll see to itIt's hard to survive Don't know if I can do itKeep me alive I can't accept my fate I need help Before it's too lateIt's hard to survive, don't know if I can do it I need to belong, I need to hang on I need, needKeep me alive feelings I must obey Can't turn my eyes from the past This crisis is the lastKeep me alive I rely on your judgement I've got none left of my own Don't know what I'm doingIt's hard to survive, don't know if I can do it I need to belong, I need to hang on I need, needKeep me alive Only you can do it Keep me alive Only you can do itIt's hard to survive, don't know if I can do itKeep me alive Keep me alive Keep me alive Keep me aliveIt's hard to survive, don't know if I can do it I need to belong, I need to hang on I need, need",black flag,punk
605,"Earth's a padded cell Defanged and declawed I'm living in hell it's a paradise fraud Straight jacket minds in line to be old Telling me to want, Let time slip through my teeth Well I'm not the fool, I'm going to town Manic reactions are always a buzz I'm suspect, the stranger in disguise It's forced itself upon me, Something I can't hideSee it in - maniacs Their eyes - maniacs Maniacs, maniacsLooking at you inside of you Behind your eyes, through your mind Looking at you, inside of you I'm invisible, nowhere to hide I'm obscene the living dead See the flys feed off your head Looking at you I'm inside of you It's walden two but the flower's deadSee it in - maniacs Their eyes - maniacs Maniacs, maniacsEarth's a padded cell Defanged and declawed I'm living in hell it's a paradise fraud Straight jacket minds in line to be old Telling me to want, Let time slip through my teeth Well I'm not the fool, I'm going to town Manic reactions are always a buzz I'm suspect, the stranger in disguise It's forced itself upon me, Something I can't hideSee it in - maniacs Their eyes - maniacs Maniacs, maniacs",black flag,punk
606,I'm out of this world And I'm never comin? back Ever since that day by the side of the road I got a smile on my face and i'm Never coming to Never coming to Never coming toI'm leaving today and I'm never coming back Killed by a girl by the side of the roadI'm out cold and I'm never coming to I'm out cold and I'm never coming..I love I love I love I love I love I love I never love I never love I never never never never What I mean to say What I tried to say Is that I never never got my wayI'm out of this world And I'm never comin? back Ever since that day by the side of the road I got a smile on my face and i'm Never coming to Never coming to Never coming toI'm out of this world And I'm never comin? back Ever since that day by the side of the road I got a smile on my face and i'm Never coming to Never coming to Never coming toLucifer got a hold of me (? ) Said (? ) gonna set you freeI'm out cold and I'm never coming to I'm out cold and I'm never coming..Now I'm lookin? for the sun Lookin? for the sun Hope the (? ) dried in the sun lookin? for the sun Someone took me for a joyride Led me straight into a ditchI'm out of this world And I'm never comin? back Ever since that day by the side of the road I got a smile on my face and i'm Never coming to Never coming to Never coming to(? ) double time working machine I had a big bad plan it was a real cool dream I'm out cold and I'm never coming to I'm out cold and I'm never coming..(? )suckin? on a little red rock By the side of the road (? ) up in a puddle of blood (? ) save my soulI'm out cold and I'm never coming to I'm out cold and I'm never coming.. I'm out cold and I'm never coming to I'm out cold and I'm never coming to,black flag,punk
607,"No, I won't believe that this is all I'm not happy, I'm not free Pay check to pay check, Living for what Every night I get drunk to ger sunkI need action, won't take no more, No more, no more, no more It won't work, won't work No moreI knew what I had when I grew up I know that it really sucked Now I'm a slave to the same lies If I don't get out I'm gonna die I need action, won't take no more, No more, no more, no more It won't work, won't work No moreControl, control for who, For what? I'm no robot, they can get fucked Reaction's masochism this can't last I need to live, I need it nowI need action, won't take no more, No more, no more, no more It won't work, won't work No more",black flag,punk
608,"She's black, everything I need, everything I have She's black, everything I need, everything I have She's black, my love is true, so true to you She's black, everything I love, she's everything I have*       She's black Everything I see Take me back She's blackShe's black, I've been had, everything I hate She's black, it's out of my hands, everything I hate She's black, my love is true, my love so true to you Now she's black every night and day, and I love you*Now she's black, your baby's been had Now she's black, your boy's been had, Black! Now she's black, your silly boy's been used up Now your baby's all used up, little boy blackI'm black, let me in! I'm black Black, dying at your door, take me back! Black! Let me rot at your feet, let me in! Black! Black! Black!**",black flag,punk
609,"Nothing Nothing Nothing left insideLove Love Nothing left insidePain in my heart Pain hurts my heart Nothing left insideLies Your lies Nothing left insideI built it up I broke it down Nothing left insideLeach Drained me dry Nothing left insideLonely, lonely, lonely Lonely, lonely boy Nothing left insideI want to see you I want to see you I want you to see my eyes Nothing left insideNothing left inside",black flag,punk
610,"its 3:29 AM I look out my window at the hot crowded street above I notice i feel cold and alone used up like an old bottle no deposit, no return people live and die in these apartment compartments no deposit, no return dust falls silently why cant i? no deposit, no return",black flag,punk
611,"Hey friend, what happened to you?...(?)You let me down You let me down You let me down You let me downHow could you do that?...(?) You let me down You let me down You let me down You let me down(blah blah) You let me down You let me down You let me down You let me down(blah blah) You let me down You let me down You let me down You let me down(blah blah) You let me down You let me down You let me down You let me down",black flag,punk
612,I don't care what you think I don't care what you say I've got nothing to give you Why don't you just go awayI've got no values Nothing to say I've got no values Might as well blow you awayYou're just a hole in the corner Always loaded to the hilt I could try some satisfaction I could destroy everything you buildI've got no values Nothing to say I've got no values Might as well blow you awayDon't you try classification When you know it won't work What if I try some annihilation Throw your face in the dirtI've got no values Nothing to say I've got no values Might as well blow you awayDon't you try pretendin? Telling me it's all right I might start destroyin? Everything in my sight! No values No values No values,black flag,punk
613,Spoken: You don't have anything personal against me do you? You bet I've got something personal against you!We know You stole our song You were there Every touch in wrong(?) You were there Fuckin' wrote it all down You invent Everything you've doneNow you bet that I've got something personal against you!You deny All the sleaze and graffiti You inflect You look from our path(?) It's minus and you're impossible laps(?) We know What you've been lyin' aboutNow you bet that I've got something personal against you!You deny Sitting at the corner You die(?) But the love of your own(?) You've got Nowhere to go but down,black flag,punk
614,I walk by your house To see if you were at home It was my only chance I felt so alone It always seems I get so wound up To feel so let downI get so wound up I feel so let down I get so wound up I feel so let down I get so wound up I feel so let down I get so wound upDon't you ever see the way I look at you? Could you understand why I feel the way I do?I have a lot to show you Feel I have something to prove There's things I'd like to tell you My brain is slow to move I wish you'd give me a second So I could make you see That no one in the world could look at you And see the things I seeI get so wound up I feel so let down I get so wound up I feel so let down I get so wound up I feel so let down I get so wound upDon't you ever see the way I look at you? Could you understand why I feel the way I do?I have strong emotions I keep them to myself I know I can write them I know I can sing them That's what I'll have to do Because in my heart Deep in my heart I keep a picture of youI get so wound up I feel so let down I get so wound up I feel so let down I get so wound up I feel so let down I get so wound up,black flag,punk
615,"Gunna be a white minority marvelously the majority gunna feel inferiority guunna be, white minorityWHITE PRIDE, your an american why can i hide, when and where i canGunna be a white minority dont beleive theres a possibility well, we'll just wait and see gunna be, white minorityWHITE PRIDE,your an american why can i hide, when and where i canGunna be a white minority theres gunna be, large casualties were the damn majoritywell, gunna die",black flag,punk
616,this feeling haunts me behind these eyes the shell seems so empty does anything live inside?i want to live i wish i was deadmy heart aches to believe im cheated by what i see freedom holds a double edge for me i look in your eyes and seei want to live i wish i was deadi dont even want to think im stuck here and i know it i dont want to see make me close my eyesi want to live i wish i was deadi look in your eyes and see its always this way live the tlive and take a dive just to make it dieive just got to close my eyes ive got to close my eyes ive got to close my eyes,black flag,punk
617,"Tonight I sit right down in my room Going over it and over it again and again Something's got a hold of me And I just can't seem to shake myself looseLet me go Let me go I'm surely breaking upTonight I'm gonna make that body pay Tonight I'm gonna make that body scream Tonight I'm gonna drop to my kneesI want to make you fell like you make me feel I want to make you fell like you make me feel I want to make you fell like you make me feelThere's a lover in my heart Killer in my hands Whiskey on my breathSomeone handed me a ladder And for the longest time I've been climbin? - to the bottom of it Someone reached out and gave me their hand And for the longest time I've been trying to dislodge my teeth from itMy life is a piece of a shit that got caught in my show And I've been grinding that stink into the dirt For a long time now, now, nowI want to make you fell like you make me feel I want to make you fell like you make me feel I want to make you fell like you make me feelI think you stuck my friends with knives Dragged him out so he could die One in his heart and three in each side - knivesGo ahead Go ahead Go ahead and stick me Stick me.",black flag,punk
618,Love me So I can feel the pain Of not having made a mistake Love me So I can crawl into your oven And begin to bake Love me (? ) burns I'm alive Love me Until I hateWhite hot White hot White hotLove me (? ) me My life collision course Love me Consume my life force Love me So I don't enter that cave (? ) shelter finding I'm cold Love me So I can tear you apartWhite hot White hot White hotLove me As I (? ) Pleasure makes me go Love me So I can feel my heart (? ) (? ) of Love me So I can fall apart The ending I already know Love me (? ) vicious accidents (? ) whiteWhite hot White hot White hot,black flag,punk
619,"Swinging man I'm hanging around Hangin? ?round I'm the swinging man and my feet Never touch the ground Swinging man Swinging man I swing back and forth Back and forth Back and forth Back and forth I was looking for a little warmth But I didn't find nuthin? So now I'm hanging around Swinging man Feeling no pain No pain No pain No pain All the girls know my name I go by; swinging man Swinging man I tell you what - you get yourself together And you go downtown, you come on home And I'll still be hangin? around Because I'm the swinging man And my feet never touch the ground Now if you love me, you'll cut me down But if not, I'll still be hangin? around Cuz I'm the swinging man and my feet Never touch the ground I'm the swinging man.",black flag,punk
620,You know you are the crazy girl You know your pants are on fire You're in heat You feel like you've(? ) just a little higherMy target Is your eyes My target Is...your...eyesMy target Is your eyes My target Is...your...eyesYour body has been given up To any young man who can afford to pay But your eyes have never seen the view Of the virgin tears you'll cry todayMy target Is your eyes My target Is...your...eyesMy target Is your eyes My target Is...your...eyesMy target Is your eyes My target Is...your...eyesMy target Is your eyes My target Is...your...eyesWhen you (? ) And you know you are troubled I'd like to make you let me heal you A scream for every virgin tearMy target Is your eyes My target Is...your...eyesMy target Is your eyes My target Is...your...eyes,black flag,punk
621,"I smash fists Into my face I feel itThis is good This is good This is good This is goodI punch the wall With my fists I feel itThis is good This is good This is good This is goodI hate to want, you make me want I hate to want, you make me want I hate to want, you make me want To hurt you",black flag,punk
622,Thirsty and miserable You drop to the floor You drink ?til you can't Even see any moreThirsty and miserable Always wanting more Thirsty and miserable Always wanting moreMy brother wants a ride To the liquor store You pity him For what he wants it forThirsty and miserable Always wanting more Thirsty and miserable Always wanting moreIt's 1:30 And we're all getting nervous The store closes at two There's not enough to last usThirsty and miserable Always wanting more Thirsty and miserable Always wanting more,black flag,punk
623,"T.V. PARTY TONIGHT T.V. PARTY TONIGHT T.V. PARTY TONIGHT T.V. PARTY TONIGHTWE'RE GONNA HAVE A T.V. PARTY TONIGHT...ALRIGHT WE'RE GONNA HAVE A T.V. PARTY ...ALRIGHT...TONIGHT WE'VE GOT NOTHING BETTER TO DO, THAN WATCH T.V. AND HAVE A COUPLE OF BREWSEVERYBODY'S GONNA HANG OUT HERE TONIGHT...ALRIGHT WE'LL PASS OUT ON THE COUCH ALRIGHT...TONIGHT WE'VE GOT NOTHING BETTER TO DO, THAN WATCH T.V. AND HAVE A COUPLE OF BREWSDON'T TALK ABOUT ANYTHING ELSE...WE DON'T WANT TO KNOW WE'RE DEDICATED TO OUR FAVORITE SHOWSWE SIT GLUED TO THE T.V. ALL NIGHT...AND EVERY NIGHT WHY GO INTO THE OUTSIDE WORLD AT ALL...IT'S SUCH A FRIGHT WE'VE GOT NOTHING BETTER TO DO THAN WATCH T.V. AND HAVE A COUPLE OF BREWS T.V. NEWS SHOWS WHAT IT'S LIKE OUT THERE...IT'S A SCARE YOU CAN GO OUT...IF YOU WANT...WE WOULDN'T DARE! WE'VE GOT NOTHING BETTER TO DO THAN WATCH T.V. AND HAVE A COUPLE OF BREWS DON'T TALK ABOUT ANYTHING ELSE...WE DON'T WANT TO KNOW WE'RE DEDICATED TO OUR FAVORITE SHOWSI WOULDN'T BE WITHOUT MY T.V. FOR A DAY...OR EVEN A MINUTE! I DON'T BOTHER TO USE MY BRAIN ANYMORE... THERE'S NOTHING LEFT IN ITWAIT A MINUTE MY T.V. SET DOESN'T WORK IT'S BROKEN! WHAT ARE WE GONNA DO TONIGHT THIS ISN'T FAIR WE'RE HURTIN'! WE'VE GOT NOTHING LEFT TO DO LEFT WITH NO T.V. JUST A COUPLE BREWSWHAT ARE WE GONNA TALK ABOUT...I DON'T KNOW WE'RE GONNA MISS OUR FAVORITE SHOWSNO T.V. PARTY TONIGHT.",black flag,punk
624,it feels good to say what i want it feels good to knock things down it feels good to see the disgust on their eyes it feels good and im gonna go wild spray paint the wallsi dont want to see the plan succeed there wont be room for people like me my life is their disease it feels good and im gonna spray paint the wallsit feels good to say what i want it feels good to knock things down it feels good to see the disgust in their eyes it feels good and im gonna go wild spray paint the walls it feels good and im gonna go wild,black flag,punk
625,It feels good To say what I want It feels good To knock things down It feels good To see the disgust in their eyes It feels good And I'm gonna go wild Spray paint the wallsI don't want To see the plan succeed There won't be room For people like me My life is their disease It feels good And I'm gonna go wild Spray paint the wallsIt feels good To say what I want It feels good To knock things down It feels good To see the disgust in their eyes It feels good And I'm gonna go wild Spray paint the walls It feels good And I'm gonna go wild,black flag,punk
