,lyrics,artist,SY
37,"You know she's lost her mind for good this time Every thought's dragged around with a weight behind She sees herself in need of repair Maybe someone'll help her lay her soul down bare If you see the patient never compromising Short of wonder, I wouldn't be surprised Her lilac breath reminds me of you She gives a sign, doesn't mind being stalked Tension dissolves, she's taking off her socks Draws in the sky, doesn't mind me at all Curls up and away then the line dissolves Without hesitation I sail the course Exploration, a supernatural force White eyes grow at what I detect Pulling us both into the pretend Glorious connection due to end Advertising innocence floating in the air Unearth the seed, blew it up and it scattered everywhere",sebadoh,Other
38,"Come on girl, tell me something Tell me something I don't know Little girl, should I be scared the way I am? Does it feel OK to stand so close to me? Take my hand, try to walk in time together I'm doubting it could ever be that real Can't be sure, cannot rest inside worlds Either one could change tomorrow Then they'd see that none bear hurt It isn't fair; it can't be worth the pain Last time together Only falling deep inside yourself again",sebadoh,Other
39,"Little man, you are too impatient to understand This hateful world It's twisting you right through another girl Please slow down Let's help to find the secret of yourself Please believe you owe it to yourself to worship me I know a mystery or two A natural order always leaves a place for you I choose to gather strength from most what I see I live to give to you, but you don't give enough to me Remember this:  I possess a subtle holy gift I'm always here; never changing, scared, and half-sincere I'm obsessed to share with you the noise that I love best Let me in, then we'll sing together just like friends Doooo do do do do doooooo",sebadoh,Other
40,"Close my eyes Feel the fire Overwhelming fear and desire (so hard for you to stem the tide) Wavering heart, the flames growing higher (grab your bottle get your coat and hide) Lose what I have To test new water My mind is awash 'round the thoughts of her (so hard for you to fill my eyes) So much at stake, can't stay awake (temptation for me and for you) Drifting off (out with the tide) Dreams come so easily Filled with wasted fantasy We're together until the tide (so hard for you to stem the tide) Time enough to quell the day (test the water, there's the place, fill your heart) Tide's going out, here I am to stay (temptation tide)",sebadoh,Other
41,"Spoiled children soon to fall Freedom is the lie we live We will wait for tragedy And scatter helpless to the fire Sorry for ourselves Sorry for the things we've seen No one cries for help Waiting for the fire When all our toys are burning All these empty urges must be satisfied Acted outside Precious strength to turn the game to history Giving up, I'm blown away He said all I had to say The final days have come and gone Safe inside; there's nothing wrong Nothing in these words Sorry force of habit Could it be way over my head? Helpless to describe it Could it be way over my head? Helpless to describe it Could it be way over my head? Helpless to describe it Dumb & cruel Cut before it's grown Lies so forced in bored control It learned all that it cares to know",sebadoh,Other
42,"In blase and dream away Nothin' grew, so mark it bland (?) I'm sad, fuck sad, I'm teary-eyed Want a lovey-dovey honey, that's what I like I'm the finest drifter you'll ever meet I'm the kindest drifter you'll ever meet Don't think nothin' cards condemn I'm sure we both cut and shuffle them I cry cuz I'm drunk, plead cuz I'm down Gravity immune, yeah, I didn't leave town Learn to talk, teach me alchemy Now the witch can't spell what my future might be Want a lovey-dovey honey that will learn to talk I bought the gin and tonic, if you care to walk Carry on I will, my soul melting down Rotten beans, stumbling, now it's nothing but the town I'm the finest drifter you'll ever hate But I'll cook for you and I'll clean my plate",sebadoh,Other
43,"Can't think twice about the way I feel No one on Earth can stop the wheel There's an awful sound when you push me down Pin my shoulders to the ground You're so insane to close the door on me When you know everyone is going to see Things are all strewn about, can't figure out Wanna tear me apart, make a new start But you sneak on in to kick me in the shin",sebadoh,Other
44,"My soul mate is a special girl A girl that's just like me She'll share tremendous oral sex And try everything she sees She won't be insane or hung-up Like most other girls I'll worship her until it hurts Cuz she's on top of my world Ewwwww, I'm a sad man I can't ignore what life beholds for me And I'll probably have to have sex with a lot of girls Before my soul mate reveals herself to me You are sweet diversion as I stomp my darker way Don't let your heart get out of hand I'll step on it someday Maybe it's too sad to mention Maybe I am gay A moment or two may shine and sure to quickly fade away Ewwwww, it's a sad life Sometimes little sweet girls get left behind But baby, baby, baby it's a man's life And I gotta tear up everything I find",sebadoh,Other
45,"If you just wanna smoke a bowl of the finest homegrown No matter where you're coming from You can find my man there on the street You can find a man that'll peddle and you meet Weed makes you feel happy when you're feeling down Oh, yeah Weed even makes you smile when there's no one around Oh, yeah It's the weed that makes you sing when you're... Half-asleep, you can sing... Bored and nothing to do We sit In a Beat up old Chevy He'll tell ya; he'll tell He'll tell ya Yeah, he'll tell ya Yeah, I guess he'll tell ya No problem",sebadoh,Other
46,"If I'd had any sense, would it come to grips? If I go on home, would I have stayed around so long? Sooooo... I don't know, I don't know Pressing it to your lips, threaten me with your fist We're swimming out to sea, I think I know how it will be Oh, what I wanted; all I can have Oh, what you wanted; all you can have So you keep the change; you stay the same And no one can tell",sebadoh,Other
47,"No, I mean it, I'm really sorry; here I'll say it again I want you to know it, but the more I say it The less it means in the end Working for respect's like climbing a mountain And I think I'm losing my grip Once I'm fallin' and I think I'm fallin' There's no gettin' back on pace But my face makes that sorry shape I know who I am, but I lost my grace I'm gettin' a stick and I march for more Now I was wrong, everybody knows My mouth is moving but nothing's changing I just can't leave it alone Nervous defense that's doubled to senseless Milked it dry like a bone I milked it dry like a bone I just can't leave it alone I milked it dry like a bone I just can't leave it alone But my face makes that sorry shape I know who I am, but I lost my grace I'm gettin' a stick and I march for more Now I was wrong, everybody knows Everybody knows No, I mean it, I'm really sorry; here I'll say it again I want you to know it that the more I say it",sebadoh,Other
48,"Many mistakes will wait to be made Has one more ruined its life today? Torn down wide by the slightest suggestion Never believe in the perfect protection There's no peace anywhere, it's decided I don't know what I'm gonna do Never find peace in anything I can say One more ruined its life today Insisting on, depending on impossible confusion The last attack on this delicate illusion And I don't know what I'm gonna do",sebadoh,Other
49,"There is history in this place There are dragons to be chased And though I don't know who you are An easy flow and a strong, a strong heart And the charm in the way you hide Gently take my skull for a ride And I don't know who you are But I know what I would like you to be A one-night stand under stoned persuasion But a joy that I can't hide Gently take my skull for a ride We can never ever go too far The pain we can't escape at least will wait So let's go quickly, no we go slow Let's go chasing dragons through the snow Kindly take my all And give me all you have Gently take my skull for a ride Take and shake your soul But never lose control Gently take your skull for a ride",sebadoh,Other
50,"Damned if I do, and damned if I don't I told you I loved you, I wish that I hadn't You don't seem the same I guess I know you too well I knew I was falling, but I didn't know how low I'd fell Sister, oh sister, who told you these lies? I haven't got time to teach you what it could be like To pull you from this, child You don't smell the stink, but your mind has found the bed You think I'm all yours and I wish that I were dead The words were not your own, it was something your mother said Umbilical bloodline, mind control, by the whiny chat (?) Sister, oh sister, I thought it'd be nice That thing I felt when we first met just will not suffice The glimmer in your eyes I love you, sister A bloodline to condescend I thought so, sister, but I cannot pretend It's hard to believe this blood, this isn't healthy love It's hard to believe this love, this isn't healthy blood Sister, oh sister, you thought you were so wise But we're still fishing and coming from the blindest eye A logic you defy",sebadoh,Other
51,"Sweep the dirt under your rug You're on your drug, and then it hits me It's paregoric in my head, I'm all doped-up And just a baby Doing just fine, you're making up your mind...16 I'm all grown up and what I know It isn't from your mouth And now I'm confused cuz you don't talk Or wonder what I think I'm standing here and still I cannot hear you My passion's locked inside me Divulging your imperative For during, though, it's easy (?) A hundred years of therapy Thanks, thanks anyway, I'll soon be leaving",sebadoh,Other
52,"Trailing on next to sick Only broken magic sticks Evil pins never snare Figured out how to get nowhere Flying lead-filled flapping gills Phantom God in frozen time Comfort crawls into flight Wait for men grown, thunder dyin' Free toes roost on dancing wire Puzzling out a selfish high Commandment of meadow mouse Kiss the ground, lift up the house Wrapped in blankets of the mother's skin Perpetuate a freedom But there's nowhere to begin Bind one sky, ground to soil No one could care how your blood is boiling Grab a rubber needle, try to stick someone Needle is inverted to a rotten heart Simple, plain and simple Stars for eyes He's eager and overripe His tongue gets tied Weakened by a mighty blow Scars, four eyes A limping ""fell to stupid man"" Whose tongue is tied",sebadoh,Other
53,When there's someone doubting everything you do It keeps you alive unless someone's shaking their head at everything you do It keeps you true Never learned to feel I must take it out on you I am so open-minded Everyone  deny it as you churn inside Truest love he'll ever find No one could stand such a blatant invitation A stinking display of your sexual confusion You could never respect someone who Never knew he'd not resist No one could stand such a blatant invitation A stinking display of your sexual confusion You could never respect someone who Never knew he'd not resist  should be united Everyone should fight for tell the truth Truth could never hurt the true Don't be as weak to try to figure it out It's not his problem,sebadoh,Other
54,"I like saying yes and watching you take I don't need to sleep or eat, I smoke a thousand cigarettes These days are so nurturing When you're gone I'll eat and sleep away My days again Crazy people are right on, crazy people are right Crazy people are right on You're shit soup And I'm in the reflection booth Two glass eyes behind Cheap sunglasses move Stained-glass gazebo I really don't know Our futures are so separate Bespectacled and desperate It's not my job to undo The dying prophecy of you It's not my job to undo I like saying yes and watching you take I don't need to sleep or eat, I smoke a thousand cigarettes These days are so nurturing When you're gone I'll eat and sleep away My days again Crazy people are right on, crazy people are right Crazy people are right on They're so off they're on They're so off they're on They're so off they're on They're so off they're on They're so off they're on They're so off they're on They're so off they're on They're so off",sebadoh,Other
55,"Post-hardcore, pre-apocalyptic, science-fiction, drone-loving Renaissance Man Oh, what is true? What is real? No bullshit, brother Pot-smokin' Renaissance Man Wasted effort to stand up Real things happen when you're down Soulcore worship, whirling sound Brother, make a list, pierce your dick Future tribal-thought & rebel, greedy Renaissance Man Backbeat bloody conviction Power-sludge storm suckin' down Violence is cool, one of two things real Violence is free for all; live for revenge, ideal Don't wimp out; kill the pig There is no doubt; kill the pig Post-hardcore, hardass, intellectual Drone-loving Renaissance Man",sebadoh,Other
56,"With my head so low, the way I think could scrape the ground I will give them all control, I will crumble all around There's no need to say a word as logic burns right trough my head I could almost laugh out loud, the way this silence leaves me dead Feel afraid to speak, and I feel afraid to smile As I crave sacred attention, you could hit me all the while And you might be the weaker one, and I may stand and stare But I'll always know my place to keep this order safe, not sane",sebadoh,Other
57,"You make your words so nice I'm waiting you to name a price One will walk along Praying as you sing your song Way and winters upon the season You baby to me so right, would it be out of reason? You're me and my mouth; you know to my size of treason (?) The breezes went in their way to May Ride the darker wave Hello tomorrow today Ride the darker wave Hello tomorrow today",sebadoh,Other
58,"We're not here to crawl away Or find blame for wasted time Straight or high is not wasted time Feeling true in poor Paranoiaville Excuses are so easy When any jerk could push you down We got reason to learn how Trust any reason to rise now Turn your weakness on itself (?) Not right for you It's all right with me to fight with my friends When faith is near impossible And trust just isn't practical It's all right with me to feed on my friends You know what, he's got nothing to say They just wanna be rich and say, ""Fuck those groups who get the 4 star"" (?) Nothing could be betterA rockstar Blood-stained avant-garde popstar Peace doesn't underpush; exploit science, spacejam rockstar Rockstar Rockstar Rockstar Trust any reason to rise now Don't let the simple truth bring you down Money brings freedom, brings a new day Trust any reason; get rich, crawl away Faith is near impossible Trust just isn't practical It's not right for me to feed on my friends",sebadoh,Other
59,"Heart-broken and attractive A sad, sloppy mess Lookin' for approval And easily impressed Beware they say, but why would I listen? I need to know what I've been missing I'm no one you can trust All little-boy lonely with curious lust Confusion turns me upside down Lost as quickly as I'm found But soon enough it turns around On the rebound Call it fate or true love, never forced romance Fell into a new love Maybe perfect love by chance Beware they say, but why would I listen When it feels this good? No one lives their life Doing all the things they say they should Confusion turns me upside down Lost as quickly as I'm found But soon enough it turns around On the rebound (X4)",sebadoh,Other
60,Well I'm acting like a guy who just knows Cuz I'm lookin' for a punch in the nose I'm just lookin' for a punch in the nose You can be my best friend Or at least you can pretend I'm not lookin' for a punch in the nose If I say everything stinks It's 'cuz I'm bobbling for my own link Pray not lookin' for a punch in the nose (?) I'm not lookin' for a punch in the nose,sebadoh,Other
61,"Don't wanna show you a smile I wanna shut up til I die I cherish all that's pure So I lock my sound inside Don't hold these sweaty hands To view nothing fit Please realize that I've got nothing Cept the one, it's you that's it You can see the way I run It's no secret where I hide Masturbating Jesus creep, I jerk off til I die You should pound my skinny head To bleed me dry and true Then we'd sing together cuz there's nothing else to do Then we'd sing together cuz there's nothing else to do",sebadoh,Other
62,"Ankle-deep in your personal concerns Love it or leave it, it's all the same Find that perfect way to keep you happy Change the past if you can find it Get someone to help you out Find that perfect way to keep you angry The point that's pointed dull The edge that doesn't cut anymore Halfway up that wall But there's another right around the corner Drive a wedge, put your weight behind it Get someone to help you out Find that perfect way to keep you busy The point that's pointed dull The edge that doesn't cut anymore Halfway up that wall But there's another right around the corner You've got anger in your eyes, I don't buy it And if you're holdin' I'll shake you down Share that perfect way to keep me happy Share that perfect way to keep me happy",sebadoh,Other
63,"My opinion could change today, but I'm responsible anyway For second or third hand information That complicates the complication And I don't think before I speak And I don't know how far my words reach So wrong nearly every time, that I'm sorry I speak my mind If what I said was unkind Now it feels like I'm on fire It's burning the world through But don't hold it against me, cuz I know you're lying, too Is there any need for apology? There's no reason to believe me Judgments born in my jealous mind, creeping inside outside Connections I've made never follow through And sooner or later disappoint you Or cross you twice when your back is turned, that's how I've learned That someone has got to be burned Now it feels like I'm on fire, these words are not the truth But don't hold it against me, cuz I know you're lying, too Feels like I'm on fire, it's burning the world through Don't let me fall without someone to hold on to Someone to hold to, someone to hold on to",sebadoh,Other
64,So you think you're in the middle of the ocean Stranded on an island of your own Or stuck in the top of a mountain Either way you're gonna say you're all alone And I hesitate to say that you're a liar I never tell the truth myself But I tried to chase you down and I got tired So I'm leaving you to you or someone else Cuz you never wanna hook up in the middle And I'd meet you there to talk if you would show But you answer every question with a riddle And refuse to even choose to let me go It used to be I'd tell you all my secrets Giving you the credit you deserve I guess you didn't care to lose or keep it And we never quite connected from the first And I wish I had a way to make it better To rearrange the world and make you smile But it's dumb to even think I had that power And we haven't been that close in a while And I don't even wanna try to name it Explain it for the one who couldn't care Cuz all that matters is the way you choose to frame it And I hesitate to say that you're a liar I never tell the truth myself But I tried to chase you down and I got tired So I'm leaving you to you or someone else Cuz you never wanna hook up in the middle And I'd meet you there to talk if you would show But you answer every question with a riddle And refuse to even choose to let me go,sebadoh,Other
65,"It's no drama or a hurting kind of love that never gives I've got a sister with an open mind And the sweetest urge Whisper, fight it; a bed for me (?) Warmth rising to share with me Not damaged; a restless love or just wasting time? The wait has been satisfied I'm not jerkin' to lose my mind again I'm not smart enough to fake it No fool could fake a feeling this good C'mon girl, let's walk through this perverted world A few times; it's too insane A ""no-trust monster"" stomping in my brain Broken solid; solid shattered Forgot it forever and ever and ever... Slow down to a loving pace To the place I'd rather be A special sister love inside of me (could be killed?)",sebadoh,Other
66,"You can walk on fire You can talk to the dead You can wait til tomorrow You can't lose Ain't it nice to find some wasted time wasn't wasted blind? You only need to believe it Don't you worry, right away under You possess the perfect power All above, others under Hopeless, selfish, stupid power Superstar, super just like me Beauty is just a state of mind It don't matter how I waste my time Truth's just changin' every day today I think I like it that way I think I like it this way Almost weak enough to get me off No one's strong enough to make me stop No one's strong enough to make me stop",sebadoh,Other
67,"Here's an open-ended threat, subject to interpretation But I don't wanna fight just yet, I wanted to see what would happen And maybe I don't know my place, still thinking like a child Only trying to shake this shadow, squinting through a broken window Know who deserves it, who got there first Who lied about it and made things worse See, it don't matter I've only begun to confuse you It's what I do Here's an open-ended threat to tip the balance we've been riding With all this talk of honesty, I look and see who's really hiding Know who deserves it, who got there first Who lied about it and made things worse See, it don't matter I've only begun to confuse you It's what I do You deserve it, you got there first I didn't make it and that's still hurts I could be floating or ready to explode If I don't show, no one knows",sebadoh,Other
68,"If I'm right, sometimes I forget I might Shallow as the brook out back Bedtime stories that you can't take back Figure how to be a friend to you God knows I want to There's a lot of girls in the world That are nothing like you There's no need to condescend Not knowing, careful to pretend Give away your fucked-up friends Tired news and damaged trends Figure how to be a friend to you God knows I want to There's a lot of girls in the world That are nothing like you If we play your games, won't have time to play my games Forget how to be myself, but now I've got it figured out They're nothing like you (X4)",sebadoh,Other
69,"What was that you just said? That didn't make any sense to me It's not the way I see it, man I'm almost tired of listening to you Why do you tie me up with words? The way your eye shifts makes me wanna go Black-jawed living room couch professor When will you be through with me? I'd like to know Everywhere I go I feel it But I won't talk, I won't get stuck with you Everyone's so lonely I dig it But I'm afraid I can't share this with you So don't make me your captive I don't feel like talking your shit I nod my broken head I'm not too amused with humans",sebadoh,Other
70,"I'm not a good friend, I'm not a friend at all It's never resolved, I'm nervous when you call My words are limp, and my mind is dry I try to be polite, but I feel like I'm stuck for life I follow my heart, it leads me far from you No matter how close we are, I'm far, far away I have too much now to fill my day today I'm not a good friend, I'm not a friend at all I don't need obligations to our crippled conversations I'd never tell you, it's something you should know I'm not a friend at all, oh, please let me go Somehow I don't trust you I don't trust myself And I may never forgive you Cuz I can't forgive myself Somehow I don't trust you I don't trust myself And I may never forgive you Cuz I can't forgive myself Don't break my stride Don't break my stride Don't break my stride Don't break my stride",sebadoh,Other
71,"There is no soul; it's an everlasting tease In scared control; patterned easy, pleasing Why try to understand? It's never meant to be understood Logic is the bottomless pit A no-cure find; questions behind Take what you can Cut out the heart Who could ever blame you, man? Nothing's fair, we're all doomed from the start No different for us No different for us We're just like the others, no different for us Can't stop the change; the change can't stop Though we leave our souls for a hopeful trust It's different for us It's different for us We will survive the change It's different for us It's not cool to fall in love Scared and desperate in this life Safer, cool to judge outside Oh, to be complaining cool Never cool, though too excitable All that we will ever be They don't have to feel the pain we feel Pass their judgment, be sure, decide what's real I don't have to cry to make this real",sebadoh,Other
72,"There's a lie we've been living through Think you're all alone, it's not quite true No one cares, cuz no one should Everything you see was meant to be misunderstood Safe & sound, so safe & sound Move your body back and forth and round & round And all my friends are killing me, all my friends are killing me All my friends are killing me; I think I'm a genius",sebadoh,Other
73,"I guess when you met me, it was OK Cuz you made an exception for a thousand ways I'm sorry baby, yes, I was unkind I'm beginning to forget you're a friend of mine Destroying us in destroyer world We don't need to know what you're worth Compare yourself to nothing and no one You know it because you started out [Repeat] You started out It was the nick of time, girl, you got it all right (X3)",sebadoh,Other
74,"Lookin' at a new routine is the way to be Ain't no way out and the wheels are lazy Give a livin' when you're that again Hoard in sunshine, medicine Fell apart as humans will, they walked away from everything Carry a lantern, cuz I may live away Where I can relax when I leave this place Defined by age, I'm a monkey in rage Store it in rhythm cuz they cover more space (?) The Garden of Eden is a garbage dump Wild with daisies, I'm a hardcore punk Gridlock, jury, dismarry, dustbowl, dustcat deserving, gridlock, working...",sebadoh,Other
75,"Earnest little lover, little mystery man Nothing thrills you like denial There's nothing wrong with the need to please And children know no shame Baby on your bended knees and she'd love to play your game She's a curious girl easily swayed by your force of will Empty to be filled with the hunger for more What if time denies you, the key to your fulfillment fails? Around the world again on a boat that sinks as it sails Stand shoulders above her Pick her up when you love her Rub it right when you use her Need it so bad you abuse her But don't leave her alone cuz soon she'll be tasting The sweet unknown If it feeds her candy she'll follow it home Make your claim, she's legally yours When she shares your name But don't lose control cuz you'll scare her away Go on beg her to stay",sebadoh,Other
76,"I feel disconnected like I don't know where I am Things will be OK they say, but they don't understand The wait of every word that must mean everything Don't mean anything, put me down again I think and think til I feel fried and hope it goes away They don't listen unless it's special secrets first to say No one knows, no one cares and no one knows the way Unless of course you fall in love and everything is gray Everything is gray I want something, something very true Something worth my while, something special to do Every word, people push  for love People push and shove, people far above You are my dream love Peoples' narrow stories killing love",sebadoh,Other
77,"Hey, I'm startin' to feel OK I think I could make it through I'm feelin' much smarter today I think I'll be friends with you Friend, I'm sorry if I don't talk It seemed like there's nothing to say Is it enough just to share some time Before it all falls away? I'm no one to stand and fall Not satisfied with your respect I'm digging you under today And I'm laughing at your pact Just scream if I cut too close I'll only hold it back",sebadoh,Other
78,"They're quite more simple than you They don't see half that you do You're walkin' on clouds way up high Life has been cuddled in your mind They're guessing suspicious, not true But we're not to care like you do You skip leaves over bows God makes you sound like you do They're quite more simple than you They're quite more simple than you They're quite more simple",sebadoh,Other
79,"Look, baby, I'm not a mind reader You're gonna have to tell me so You're lookin' down at your shoes again Take us down off of a cloud I'm ridin' high in the sky You'd have to tell me so Look, baby, I ain't extrasensory You can't reach me with your new telepathy It's raining down all your blues again Take us down off of a cloud I'm ridin' high in the sky You'd have to tell me so I'm not a mind reader (X4)",sebadoh,Other
80,"Leaving is a test that I've never had to take When your mind dissolves, you don't know me anymore Try to make you see what you meant to me before When you told me off, the other door The house won't be close without you to see Leaving is a test that I've never had to take (repeat verse) Here's my last thought, but it's sad for me to say (?)",sebadoh,Other
81,"Alive with the magic I know it's a crime Stirring in the ocean of my mind Below the surface a presence remains Subjective indecision, signs I'm deranged Psychokinesis, through all it isn't mine Designed to a degree, I welcome the life Be aware I'm a weary wreck, so wrap your hands around my neck Half-crazed elf friend given an escape The band's so misgiving, I call it a mistake Dreaming of a goddess I admire and trust Deal with my neuroses and satisfy my lust Dreaming of a goddess I admire and trust Deal with my neuroses and satisfy my lust Alive with the magic I know it's a crime Stirring in the ocean of my mind Psychokinesis through all it isn't mine Designed to a degree, I welcome the life",sebadoh,Other
82,"My girl's tired, she's shaking at me Just watch kid cry, jumping beans Little kiss, broken teeth And I feel that I should pull Painted grass, unseen waste Every day I've seen she's poutin' on the face She can try on my mind but I gotta kick ya out You could but she cried and you can't go back Feel like a pawn when we screw So if ya wanna split, it's up to you Peas, porridge hot Peas, porridge cold Peas, porridge in the pot nine days old Peas, porridge in the pot nine days old Girl's tired Loose n' screw Don't be so picky",sebadoh,Other
83,"Made real the time, it's a wonder at all Creature's ears up to the wall Fold it over, try to get it inside I like to shake for awhile Watch as it flails like a Burning Man Try to catch me if you can Catch me if you can Got some, a vicious sight I hate the day & I love the night Got some and my woman is tight I fuckin' hate the day and I love the night",sebadoh,Other
84,"Please give me back my life if you plan to let this die I said I don't mind when I do 'Cuz I'd do anything for you I'd watch us waste away if you smile And if we lose it all in style We had style But I'm not happy where we are Let me blame it on the stars, the words, the room Love is stronger than the truth Another year in paradise, but something's wrong Do your best to play along 'Cuz I won't make you tell me why 'Cuz I don't take my own advice If I'm here to save your life, let me try Love is stronger than the truth I have everything to lose if you leave me And truth won't ever set us free Oh, we're magic spiked with lies We may never realize what we've been through 'Cuz love is stronger than the truth Love is stronger than the truth",sebadoh,Other
85,I've gotta find a way to loosen up I'm wound tighter than a magnet's coil The longer I try to keep my mouth shut The sooner little brain is gonna boil And if you turn back just to fuck me up I'll cut you loose and watch you fall It feels good just to bitch about it Scratch that itch until it bleeds But I don't really wanna lose you But I can't play the silent game Cuz when I talk the silence follows You never say what's on your mind If you laugh to see me so defensive I'll know I've made another enemy Nobody wants another mirror on their fears I guess that's all you are to me But I don't really wanna lose this Does it all depend on me? It's always personal between us You won't say what's on your mind What's on your mind What's on your mind,sebadoh,Other
86,"Your time is up little man... There's a man running up your streets From his belt hangs dead parakeets He holds that big old club real tight He holds a wrench and a very sharp knife Your time is up little man Down, down, down with the club Drown, drown, drown in your blood Can't take a piss he's here Can't watch TV he's here He'll fucking bash your precious little head, Little Man He's beating you with his club He's stabbing red hot pain into your thigh, Little man",sebadoh,Other
87,"I'm moving on; plowing through A violent landscape Candlelight, oh, Devil Bride Crisp until you break Well I give so the ranks in fear (?) You could not mystify Limb by limb I'll feed you in I, the Serpent in the Tide From haunted dreams her bloke did speak, ""To expand is to slay!"" A tunnel to infinity, dazzling all the way Radiant matter's bouncing out; thunder purified Truer than sides, sees the lie Laughter in the sky There's a cry ringing out o'er land and sea Star-crossed our weary hearts Absorbed for light, he set us free WALK SO WEAK, TOO STONED TO SPEAK I KEEP IT TO MYSELF DON'T FUCK WITH ME, I'M HOVERING I'M HIGHER THAN HELL",sebadoh,Other
88,"I'm not attractive today, I'm not a sight for sore eyes I'm not an Adam or Eve, I'm just a nervous young thing Hear my voice strain as I sing, my will won't bend and then break The crate will break and I'll fall, I couldn't help it at all I've got a license to confuse, what do we got to lose? A license to confuse I guess I got what it takes to help me make this mistake It took a while but I learned, it took a twist but I turned And now its clear that I'm blind, another mountain to climb Another distance to fall, I couldn't help it all I've got a license to confuse, what have you got to lose? A license to confuse I shouldn't sound so forlorn, regret the day I was born Cuz here I am and I've been, I only need a few friends My hands are sweating all day like I've been letting me down Like I've been letting me slide, just some nonsense on my mind And the license to confuse, nothing I can use Bust it, build it for a year Here's my license that's my right",sebadoh,Other
89,"No one's ever looked at you and seen right through so I can level anything I want Oh, a smile fades a lie Meanwhile, I choose to foreknow Ghosting, X and Y Please leave me alone in the land of crayons I know soon I'll forget who I am so Sound even swirl Is not really anything",sebadoh,Other
90,"I'm so glad I waited for this Every nervous moment worth it Every anxious wave rode through To find me lying safe with you All too right Righteous coward, chicken-head waiting for a storm in paradise Push, whine, push To gripe to her at me We killed the jealous; killed the judgment right I'm so glad the wait is through I'm so glad I waited for you",sebadoh,Other
91,"I'm so jealous of Jesus He's all to the world He could be Everybody wants to dance with Jesus Nobody wants to dance with me Hey, Hey, Yaaaaaaay Girls just waiting for Jesus Hey, little girl all alone Hey, little girl all alone Hey, little girl all alone Everybody wants to dance with Jesus",sebadoh,Other
92,"Sun's rising up; it makes my head just spin 'Cuz Lord God only knows what state she's living in Here's to you, baby, have a beautiful day 'Cuz the time is surely close when you'll be heading my way I believe in fate 'Cuz fate believes in me Some girl I don't know is waiting to marry me And I've been stewin' in a place just short of hell Is the woman soon to love me alive and well? God sent me a dream and it's the woman of my heart My future girl is walking healthy Prime to play the part I believe in fate 'Cuz fate believes in me Some girl I don't know is waiting to marry me Soon we'll be together and maybe even touch each other Pretend that it's forever And then proceed to crush each other I believe in fate 'Cuz fate believes in me Some girl I don't know is waiting to marry me (X3)",sebadoh,Other
93,"You love too lonely, you live too free You're pushing under, I'm squeezing free Your life too fragile, your style too loose You're burning & freezing, you cannot choose Love's deceiving and life's a game I got in the car and then I scream your name There's no magic reason for the powers that exist But you don't try to walk the line, always say you're doing fine Oh, well I'll just believe these lies Lies",sebadoh,Other
94,"Driven to live, but now I complain I'm fallin' apart when I feel this way I can't ignore, I can't exist The door is locked and on my mind it's... Anytime you want me, I feel good all over Spending all my time, it really is a good thing This is good, it's all we have Now I know there's nothing left I'm trapped, I'm trapped My head is filled with facts And it's all you Sick in the head, I think it's a game But if it was, I wouldn't feel this way I'm doing my chores, I'm checking my list I'm walking the dogs, and on my mind it's... I'm gonna get so wasted, gonna feel good all over I'm spendin' all my time wishing you were with me It's you, it's you, it's you, it's all you It's you, it's you, it's you, it's all you",sebadoh,Other
95,I didn't really want to hold your hand I didn't wanna wait around to understand you You were just a test who cut into my head It's nothing real around I cried to you instead I wanted you to think you'd stuck another boy I fell in love as if I had no other choice A little nothing-child who'd just misunderstood Took a little friendship for something true and good I'm into things I can't see I'm into things I can't see And I'm into things I can't do and I'm into me and you now,sebadoh,Other
96,"Strong evil, sanest feeling gone Tried in vain Normal evil, commonplace for good Forever, ever wasted I deal the torture for feeling never real It's an easy cut for him to deal Never say a word or hurt him now so he'll know Coolest term, the phrase Never Evil Normal, good and easy-minded Wasted as I try to find a jealous evil I'm not jealous, I'm not in love with myself I'm not next to some saint, it's just not good for your health I'm not jealous, I'm not in love with myself I'm not wrapped up in myself",sebadoh,Other
97,"It's so hard to fall in love Knowin' all I know Seeing all the things I see Maybe I should crawl away for awhile Maybe I shouldn't have smiled so much Who's the one with the killing secret? The stupid little boy with the killing crush Count the times that you looked away Thinking over and over Every word we had to say Now I know what I wanted Another chance to reach too high Nothing will last forever and ever I'm just next in a long, long line The closest thing to me I've ever seen",sebadoh,Other
98,"Hoppin' up and down Smilin' at the ground I don't like no one round here Everywhere wandering eyes Stab me through paranoid sides What are the odds; what are the rules? Jumped around so quick At a snicker, at a flinch Back way against the ropes In a stupid joke Time for toast* Time, too bold* Time, too bold* * [Not sure about these lines]",sebadoh,Other
99,"Sittin' around with my homemade bone I'm naked and loose when no one's home And I may let my fingers roam Juicing free on my holy bone Here I am, on my knees Praying to the beast that stole the sex from me I see something we should do If you need one, then you need two I won't hold back, so why should you? I won't hold back, so why should you? Here I am, on my knees With nothing to blame but my curiosity It got the best of me There's still pictures in my mind I've been addicted all this time Taught me everything I know Tell me, girl, did it leave me cold? Here I am, on my knees With nothing to blame but my curiosity The selfish child in me",sebadoh,Other
